Regulator	Target	MI	pvalue
ZKSCAN1	FOXR2	0.836591703592157	2.7759930887327755E-7
GTF3C2	DPRXP4	0.7318721838961013	2.7759930887327755E-7
ZKSCAN1	FOXS1	0.912942036666582	0.0
ARID3A	COG6	0.6365777436685857	3.6340643738697054E-6
ZKSCAN1	FOXQ1	0.8117341262300138	0.0
REST	BCAR4	1.063124966804158	0.0
MBD4	SPRR3	0.8351034197451995	0.0
MBD4	SPRR4	1.2186071126249958	0.0
SPI1	SLC10A3	1.1180321555103394	0.0
MBD4	SPTA1	0.8790942561015704	2.7759930887327755E-7
GTF2F1	PNPLA5	0.6407848866367285	4.479621270192524E-5
MYOG	PRINS	0.7843230353103269	0.0
TAF1	WDR87	0.5946909304326484	0.0
TAF1	WDR88	0.6044147907840338	3.6340643738697054E-6
ATF2	RCAN1	0.6390273618006048	4.479621270192524E-5
GABPA	XRN1	0.6713576378340704	0.0
REST	LOC653544	1.281542383809982	0.0
REST	LOC653545	1.2026560394471675	0.0
SPI1	PPP1R2	0.8649219714057732	0.0
TCF3	S100A7L2	0.9477696458126459	0.0
GTF3C2	RXRG	0.6811506452445587	0.005595888854653452
SPI1	PRELP	0.9203041086912115	4.479621270192524E-5
SPI1	LALBA	1.2185178284921743	0.0
ETS1	C8orf79	0.6527603048767212	0.0
SP1	MCOLN3	0.6338360768551164	5.180251760812382E-4
NR2F2	IGFBP5	0.7318192187363058	0.0
MYOD1	AFMID	1.2144350883748418	0.0
SPI1	LAMA1	0.7671681586368949	1.222904444375672E-9
SPI1	LAMB2	0.7375173569206488	0.0
MBD4	SOX30	1.407433234988706	0.0
GATA1	CCNF	0.6604277116744134	4.479621270192524E-5
TBP	CIAO1	0.6850543539520125	0.005595888854653452
MBD4	SOX11	1.5929109600121538	0.0
MBD4	SOX13	1.3891059333130067	0.0
MBD4	SOX17	1.8024154737384106	0.0
NFYA	SNAR-H	0.592407206528019	0.005595888854653452
MYOD1	MGC23270	0.8948512258373518	0.0
GATA1	CBLB	0.59403152702507	5.180251760812382E-4
NFYA	C2orf52	0.627874248123168	5.180251760812382E-4
NFYA	C2orf69	0.6472010154549995	0.0
ARID3A	CBR4	0.7181161369490733	1.9974105924802643E-8
FOXM1	CDC20B	0.6975479468340904	0.0
NFYB	POLA1	0.6046558295977856	0.005595888854653452
MBD4	CLCA3P	0.8815935915159655	0.0
TCF3	LPPR2	1.2433258841301482	0.0
TCF3	LPPR5	1.0042001195044077	0.0
NFYB	POLE4	0.7293572650952579	4.479621270192524E-5
SIN3A	KLK12	1.190155852763095	0.0
SIN3A	KLK13	1.262179337490099	0.0
SIN3A	KLK14	1.270980250940112	0.0
SIN3A	KLK15	0.9960150269737016	4.479621270192524E-5
SPI1	PRDM6	0.8823961166442982	1.9974105924802643E-8
SPI1	PRDM9	1.3089439433480219	0.0
ESRRA	CHPT1	0.7044193884127943	2.7759930887327755E-7
FOXM1	CDC25A	0.7168839273275539	0.0
FOXM1	CDC25C	0.8008924270876607	0.0
NR2C2	PRMT6	0.7085023477610948	0.0
HMGN3	SDCCAG3	0.7048216600624655	0.0
ELK4	C17orf67	0.6584710551588684	3.6340643738697054E-6
MYOD1	STK32C	1.3736541247264036	0.0
TAF7	LSM7	0.6707222690704933	1.9974105924802643E-8
SIN3A	KLKB1	1.2812575958836834	0.0
GTF3C2	RNASEL	0.7354588080573943	5.180251760812382E-4
GATA1	CA10	0.6703678050784824	0.0
SPI1	ADRA1A	1.1236892114341162	0.0
SPI1	ADRA1B	0.8498036712846397	0.0
SPI1	PRINS	1.2444574019366679	0.0
GTF3C2	RTP3	0.7371283315609516	0.0
SIX5	CSN1S1	0.6940939797741367	4.479621270192524E-5
SMARCC2	SMC1A	0.6718053931539694	3.6340643738697054E-6
IRF4	PLEKHG2	0.6246349686261315	0.0
TCF3	USH2A	1.3366909247166021	0.0
MAFF	PHF17	0.6909305263839709	5.180251760812382E-4
MYOG	PROL1	0.8303319698638911	0.0
ARID3A	CDK7	0.6221892062645401	5.180251760812382E-4
CTCFL	ACD	0.5991102811086119	3.6340643738697054E-6
SIN3A	KLHL4	1.080575313320449	0.0
MYOG	PROX2	0.8797895560706909	0.0
NFYB	LARP4B	0.6320136537712184	3.6340643738697054E-6
GTF3C2	CYLC1	0.7483112365963711	4.479621270192524E-5
BRCA1	CEP152	0.6713364595623845	1.9974105924802643E-8
KDM5B	CD4	0.6179733753733043	2.7759930887327755E-7
GTF3C2	RRP9	0.738764447751747	0.0
SPI1	PPP3R2	0.7198842938943104	4.479621270192524E-5
POLR3A	GOLGA8F	0.768869786127677	2.7759930887327755E-7
GTF3C2	FLJ34503	0.7306164909717717	5.180251760812382E-4
ATF2	TMEM126B	0.7212784809578714	5.180251760812382E-4
XRCC4	C17orf53	0.634930543320761	0.005595888854653452
BRF2	MOCS3	0.6298432886435389	0.005595888854653452
MYOG	PRR19	0.7749942585824982	0.0
GTF2F1	THRAP3	0.6690329240011526	4.479621270192524E-5
MYOG	PRR21	0.7828873178245732	0.0
MYOG	PRR22	0.7758847879168213	0.0
MYOG	PRR24	0.7559621238244704	0.0
MXI1	DMAP1	0.6212979543184051	0.005595888854653452
ZKSCAN1	DEFB104A	0.8274398786940887	0.0
ATF2	TMEM132C	0.6849711152502477	0.0
ZKSCAN1	DEFB105A	0.8374829585097248	0.0
ZKSCAN1	DEFB106A	0.818059365017879	0.0
ZKSCAN1	DEFB107A	0.8149410468067267	0.0
ZKSCAN1	DEFB108B	0.8074340220924401	0.0
SPI1	KCNK12	0.6961510370165851	5.180251760812382E-4
SPI1	KCNK16	0.8979948186282185	0.0
MYOG	PRRG4	0.7913802666084458	0.0
SIX5	CXorf38	0.6856895051304694	0.005595888854653452
SIX5	CXorf42	0.6329300318262523	0.005595888854653452
SIX5	CXorf22	0.632101508089308	5.180251760812382E-4
TCF3	LOC723809	1.746787624754486	0.0
REST	OVCH2	0.8267394522410496	2.7759930887327755E-7
HNF4G	NGFRAP1	1.0691530980786588	0.0
REST	OVCA2	1.2390340311600112	0.0
FOS	C11orf92	0.6281690595247473	4.479621270192524E-5
SMC3	EME1	0.6607015641742546	5.180251760812382E-4
SIN3A	ADAM19	1.1941429874003422	0.0
SIN3A	KLF16	0.8252922507609293	0.0
MXI1	MICALL1	0.7330543229518937	0.0
FOXA2	C1orf25	1.1818222309786688	0.0
FOXA2	C1orf26	1.5796698480362603	0.0
FOXA2	C1orf31	1.567735439021206	0.0
NCOR1	CDK13	0.7418778626246725	2.7759930887327755E-7
NCOR1	CDK14	0.6457208130523906	2.7759930887327755E-7
HMGN3	SERPINB7	0.6581732238507919	0.005595888854653452
FOXA2	C1orf63	1.5366875841139966	0.0
FOXA2	C1orf66	0.7150279658084211	0.0
TCF3	EMILIN3	1.0874820932111156	0.0
GTF3C2	CYYR1	0.6240907233373792	0.005595888854653452
FOXA2	C1orf54	0.9697654065569676	0.0
FOXM1	DTL	0.708509353863404	0.0
SPI1	PRODH	1.078053183813063	0.0
GTF3C2	SAA4	0.727148377123232	5.180251760812382E-4
ZKSCAN1	FOLH1	0.7490421079029691	4.479621270192524E-5
FOXA2	C1orf83	1.1278299648843249	0.0
FOXA2	C1orf85	1.36856652551282	0.0
FOXA2	C1orf86	0.7767588124629382	5.180251760812382E-4
FOXA2	C1orf87	0.9460669310795944	0.0
FOXA2	C1orf93	1.5268509078502086	0.0
FOXA2	C1orf95	0.8558428902179193	0.0
POLR2A	SFRS17A	0.6722814685972506	1.222904444375672E-9
ZEB1	LOC100130238	0.8880033424427669	0.005595888854653452
SPI1	PROL1	1.3062761952229174	0.0
GTF3C2	PIK3C2G	0.7186755368372783	0.005595888854653452
MYOD1	SPAG11A	0.8609311524009224	2.7759930887327755E-7
SIN3A	ADAM3A	0.8654480870693828	0.0
TCF7L2	C1orf100	0.6374875473130636	0.005595888854653452
SIN3A	ADAM5P	1.2537356885311206	0.0
GATA3	FAM159A	0.7138998889463666	4.479621270192524E-5
MYBL2	SLCO4C1	0.602178310581032	0.005595888854653452
SIN3A	BIRC8	1.2351524576809216	0.0
SPI1	PROP1	0.653567504437343	1.9974105924802643E-8
MBD4	SPA17	0.9746707763757004	0.0
FOXA2	NALCN	0.836899250386467	1.222904444375672E-9
KDM5B	GP5	0.6338089269077851	0.005595888854653452
GABPA	YAP1	0.6709150122649978	0.0
WRNIP1	RPUSD4	0.6081194619030302	5.180251760812382E-4
SMARCC1	MBNL1	0.6633524007761412	4.479621270192524E-5
FOXA2	IP6K3	0.8264240028232621	0.0
GATA3	LOC100128542	0.6700279745767234	5.180251760812382E-4
CTCF	C18orf18	0.7023101646195431	0.005595888854653452
CTCF	C18orf19	0.741140275910472	0.0
FOXM1	CD5	0.6612770697187914	0.0
MYBL2	SLCO1A2	0.6633408045376334	3.6340643738697054E-6
ZC3H11A	ZNF26	0.6480004233788931	0.0
ATF2	PIK3R4	0.6886957679934897	0.0
CBX8	FDPSL2A	0.633152629691778	4.479621270192524E-5
CTCF	C18orf20	0.6611064101831194	5.180251760812382E-4
CTCF	C18orf21	0.7215330096591769	0.0
ZEB1	LOC100130522	0.8938017838777667	0.005595888854653452
MYOD1	CLEC2A	0.7164733026809263	2.7759930887327755E-7
MYOD1	CLEC3A	1.4112460401583744	0.0
MBD4	LRRC14B	1.629546482274319	0.0
MYOD1	CLEC4F	0.7004594847981457	0.0
MYOD1	CLEC4G	0.8818222982681259	1.9974105924802643E-8
MYOD1	CLEC4M	0.6868731617049341	5.180251760812382E-4
SPI1	LASS1	0.8141617773704489	0.0
MBD4	LRRC16A	1.0017883958662501	0.0
MAFK	DENND2D	0.6366481359517682	5.180251760812382E-4
SIX5	TMPRSS11D	0.6741254206104144	0.0
POLR3A	C18orf18	0.7736604029606221	4.479621270192524E-5
POLR3A	C18orf21	0.7149524529518602	0.005595888854653452
NR2F2	GABRA2	0.7150056972308672	0.0
MYOG	SLC22A12	0.7456102125092791	0.0
MYOG	SLC22A23	0.8186502077639424	0.0
HNF4G	KPNA7	0.7732056166492952	5.180251760812382E-4
POLR3A	IGSF5	0.7950847347581629	0.005595888854653452
GATA3	FAM190B	0.6905467696493429	0.0
SPI1	PRRG4	1.3815299522545992	0.0
SPI1	PRRX2	0.9103817688584388	2.7759930887327755E-7
MBD4	SLCO2A1	0.8030423070028861	0.0
SPI1	TFAP2D	0.8710022452101516	0.005595888854653452
SPI1	AGXT2L1	0.8749854188958954	0.0
SPI1	AGXT2L2	1.1326082652410239	5.180251760812382E-4
SMC3	ERI1	0.6694329424231673	5.180251760812382E-4
SMC3	ERI2	0.7319935393561231	0.005595888854653452
CHD1	EHMT2	0.6592178298295415	5.180251760812382E-4
SPI1	PRSS8	0.9272421254386702	0.0
SPI1	C18orf62	1.2528023894587967	0.0
MBD4	SLCO1C1	0.8789733087425788	0.0
CCNT2	FOXJ3	0.7394676158848327	0.0
ZNF274	PPIL4	0.6606057978686791	5.180251760812382E-4
GATA3	FAM19A1	0.6954960106535134	0.0
MBD4	SPDYA	0.6545984750370359	5.180251760812382E-4
MBD4	SLCO1B1	1.4556255559273183	0.0
MBD4	SLCO1B3	0.937591087616077	0.0
RBBP5	AGPAT5	0.7583098012207914	0.0
MAFK	ANKRD44	0.6309999460244309	1.222904444375672E-9
FOXA2	WDFY2	1.5455461601194298	0.0
SPI1	PROX2	1.0310295367496083	3.6340643738697054E-6
POLR3A	LOC360030	0.7422075370592641	1.9974105924802643E-8
SPI1	C18orf20	0.7588557996823837	0.0
SPI1	C18orf21	1.2369990196826344	0.0
SPI1	C18orf34	1.1961522574604837	0.0
NR2F2	SERPINA4	0.6800947818818733	3.6340643738697054E-6
REST	C18orf2	0.989787190200734	1.9974105924802643E-8
NR2F2	SERPINB5	0.6931803760823169	3.6340643738697054E-6
SPI1	C18orf18	1.2630503403128084	0.0
SPI1	C18orf19	1.0572584544454944	0.0
REST	BBOX1	1.2305336562643454	0.0
TCF3	PIWIL1	1.2695516571163243	0.0
ZKSCAN1	KAAG1	0.8105807505513524	0.0
SPI1	PRPS2	0.7937569532263788	0.0
MYOG	GPHB5	0.8822392146458127	0.0
MYOD1	LOC650293	1.5458423537691024	0.0
ZKSCAN1	OR8U1	0.8522509641792829	0.0
ZKSCAN1	OR9A2	0.6486369215548302	5.180251760812382E-4
ZNF274	UBE3C	0.687370966094237	0.0
HNF4A	ITIH5	0.7136378681271162	5.180251760812382E-4
SPI1	PRR19	1.2954555523922864	0.0
SPI1	PRR21	1.273303776124239	0.0
SPI1	PRR22	1.3278571449738656	0.0
SPI1	PRR24	1.3109315819301328	0.0
CBX8	GORASP1	0.6464296437161876	3.6340643738697054E-6
ZKSCAN1	OR9K2	0.8295408205594627	0.0
ZKSCAN1	OR9G4	0.8556954363230364	0.0
ZKSCAN1	OR9G9	0.8558497795581648	0.0
ZKSCAN1	OR9I1	0.8274051740423497	0.0
SIN3A	TNPO2	1.1490194282925281	0.0
SIN3A	TNPO3	1.0442299878807109	0.0
ZKSCAN1	OR9Q1	0.8648163907322113	0.0
ZKSCAN1	OR9Q2	0.8957236019536204	0.0
ZNF274	UBXN7	0.6314417136022236	0.005595888854653452
SPI1	MS4A12	1.3578544095627874	0.0
SPI1	MS4A13	1.284678415837906	0.0
SPI1	MS4A14	1.3339899922240024	0.0
GTF3C2	RGS5	0.7208759272409995	5.180251760812382E-4
ZKSCAN1	OR8A1	0.8857986101782752	0.0
ZKSCAN1	OR8B2	0.8474566125842146	0.0
ZKSCAN1	OR8B3	0.8572387825306217	0.0
ZKSCAN1	OR8B4	0.8581053563868992	0.0
ZKSCAN1	OR8B8	0.8209083664016796	0.0
SPI1	MS4A8B	1.3436420428844427	0.0
CHD1	C19orf77	0.6822718943131485	0.0
ZKSCAN1	OR8J1	0.8414744392559791	0.0
ZKSCAN1	OR8J3	0.8141801165652369	0.0
CCNT2	R3HDM2	0.6926227654401033	0.0
ZKSCAN1	OR8K1	0.8763777213115825	0.0
ZKSCAN1	OR8K3	0.8794305815614901	0.0
ZKSCAN1	OR8K5	0.8690783537821568	0.0
ZKSCAN1	OR8G5	0.8083291118770007	1.9974105924802643E-8
ZKSCAN1	OR8H1	0.8794600458262392	0.0
ZKSCAN1	OR8H2	0.8620891085843647	0.0
ZKSCAN1	OR8H3	0.8188073409322713	0.0
ZKSCAN1	OR8I2	0.8251160678679611	0.0
POLR3A	LOC255167	0.7427372716989786	2.7759930887327755E-7
