gene	2620771_BL	2430935_BL	2295595_BL	2264225_BL	1794247_BL	2296723_BL	2502699_BL
AADAT	-0.709894270794624	-0.76700084055496	1.22048465659891	0.533470310447386	2.09748461927644	2.65180740390658	0.074974254535942
AAGAB	4.92593886265025	5.10893111645289	5.2284442116215	4.81354391512535	5.14850705562308	5.29346508481168	4.88433037205462
AAK1	6.39897129626535	6.33492978863148	5.94672129327732	6.71790245183249	7.54274819681901	6.08755851419177	6.0606401040444
AAMP	5.92287177140563	5.59297402216102	6.20935985443801	6.02160566073466	4.79584693354078	5.73924895180931	5.592368017424
AANAT	-2.7221816871341	-1.18889433934397	-2.65138856373038	-1.45909395784467	-0.727804349929366	-1.39029603921818	-1.92229228579644
AARS2	7.2761123859914	6.26164528794968	8.13135179319779	7.82743911870767	7.07144486400011	7.87826132798315	8.1990738081724
AARSD1	5.3109238650339	4.48805305535155	5.44243804034673	5.32781643162448	3.99026891567338	5.51349147865879	5.20413984844261
AARS	4.43635711170819	3.45030681749937	4.5285978323566	4.16575495664874	3.08977045636584	4.40455765465246	4.53866427221572
AASDHPPT	4.30008706400975	3.55308077598626	4.49580194143457	4.54194277002304	4.30641324508339	4.03598130789371	4.84464834212348
AASDH	3.46924417602296	3.06571560407371	3.83406394936157	3.62353355323621	2.87365203198748	3.35277437211584	3.5892531606355
AASS	-1.98575271374234	3.54081975373563	5.60844215265257	0.470995940194412	4.72854257917615	5.50156525245734	4.62593822292995
AATF	6.25280449648931	6.10234274853112	6.38479824600556	6.07377647125553	6.83110975215832	6.41741981622328	5.75827877478322
AATK	3.25377762016469	4.75343680294938	1.77627160469429	3.49730376822626	1.89586412351045	4.00968495771337	1.60074656842172
ABAT	3.49099348479557	4.30895169663571	4.64617203961516	3.71846845119927	2.71518882957857	2.94441386517047	2.6383941816061
ABCA10	8.12732954098887	8.50245401620862	5.56694418703685	7.34136480278138	5.58192847205898	6.50256725035056	6.01772874334677
ABCA11P	-2.83310569931579	-0.115776584316095	1.05691589616176	1.26808130523083	-1.59274325944132	-0.179671060896351	-1.9882108068638
ABCA12	0.06867717541023	-0.34684263873437	1.37808629995579	2.32046794924719	0.700332029959416	0.852772968759561	0.540015081796816
ABCA13	0.187103356317805	-7.94476479104274	-0.689004313205394	-5.95461508125675	-0.103828506374563	-1.96504017851453	-5.15014938415998
ABCA17P	-0.632605891606953	5.8752202213024	4.92785146545824	5.70729576282419	9.62780129809904	9.48256683665497	4.4387309429205
ABCA1	-7.44261015154673	-7.94476479104274	-7.51640380130784	-7.4048477747528	-7.70204511140621	-5.89376010645222	-3.17596382868279
ABCA2	8.01121815172594	7.67169439541993	7.73003181676445	9.10812456768264	6.84842809052762	8.79995775419045	7.84400263157141
ABCA3	4.88764470160138	4.76797404873406	4.58165341964657	5.82852517248818	3.13742197667246	5.46220296425523	4.92574937886213
ABCA4	-5.88141597721117	-3.91829846689335	-3.30005843919326	-3.89450264430822	-7.70204511140621	-3.0663455094702	-1.85925451756506
ABCA5	1.15467538555648	3.10995885914782	3.06405004595267	3.62831236611132	3.84475363383177	4.1422179892331	2.72836198612428
ABCA6	-3.08436858813289	-0.237207386740899	1.93692001966396	-0.209777977850309	-7.70204511140621	0.059973059637728	-2.28689180497174
ABCA7	6.63460049503818	7.63530666330635	7.63240925678337	8.12957529082632	7.73367592690574	7.20525948465703	6.89463004600938
ABCA8	-7.44261015154673	-7.94476479104274	2.93589066404703	-7.4048477747528	-7.70204511140621	0.059973059637728	-2.20622754595655
ABCA9	-1.00227045153299	-2.8299103328286	1.27876715018284	0.040184630582742	-1.59274325944132	-0.769521602437431	-1.26180131702545
ABCB10	7.80616089298225	6.17107578825438	7.23013397774715	7.55156305985513	5.07174540091743	6.67513964294239	6.32497330371537
ABCB11	5.54482779538849	5.17190260624493	7.3663901832825	5.61008870676979	5.466736645689	6.2397676714953	8.06164773996767
ABCB1	-7.44261015154673	-0.567994453512354	-5.34080964335467	-3.35237180919444	-7.70204511140621	-5.89376010645222	-5.93214365699728
ABCB4	-0.819840777869607	-0.797811134478924	2.92498270722708	1.70352441827625	0.435732023563348	0.420874300460434	2.63292309872034
ABCB5	-7.44261015154673	-7.94476479104274	-0.2330414450802	-4.13243543265464	-5.76286257041208	-2.70303780901274	-0.840558788829121
ABCB6	2.05885607121522	2.60306603086363	5.95389380080784	2.81759348895367	3.93226852180278	3.7668154168685	5.86975462101232
ABCB7	6.58000559866509	5.18131315624221	6.55659124231974	5.87701444786708	5.22716945616482	6.02984771230062	6.24631550791562
ABCB8	3.65538942553787	3.00006027868678	3.41011306451457	3.18662209497129	2.13820911548422	3.31857703706075	3.45772473652389
ABCB9	1.79544304272468	-1.40906360961101	2.58956450055436	1.54576219706086	-0.356965232131336	1.44839000982824	2.07024766705217
ABCC10	9.17746929798486	7.38794204988641	7.23087228000002	8.79653998824577	7.49368005140204	7.29833772265216	7.24537580025676
ABCC11	5.41584300863039	5.1936026696006	4.81026948513217	5.45766873743188	4.14482148490186	4.46387122163947	4.24881462207432
ABCC12	-7.44261015154673	-5.11319315831409	-5.34080964335467	-2.05265466796392	-7.70204511140621	-3.21108494993475	-7.7661025943389
ABCC13	-7.44261015154673	-7.94476479104274	-5.34080964335467	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ABCC1	-5.88141597721117	2.60601134809092	0.033873888283291	-0.739707592690048	-1.09640233107057	0.605088769574672	2.67345926852951
ABCC2	3.3552894952421	4.01750106521907	2.04161812758729	5.18754048699813	2.21213100236994	3.22497052903673	2.33571572112624
ABCC3	-0.18355950074174	6.29533563269841	0.391717434881026	2.24469102039566	3.99026891567338	2.8495200747946	0.619622932383635
ABCC4	4.2901971559597	6.18197283917117	5.43348624486738	6.40858459499187	4.90148110807868	5.29388423215512	5.69569502427726
ABCC5	4.42435029607796	5.78291071878452	6.423418300911	5.48064272496564	5.23553489090111	5.6487527850237	6.04913303410224
ABCC6P1	2.1922896099021	3.82364303219751	0.433365997401823	2.52905227949888	3.09207562375842	2.95293194972791	0.574671969654396
ABCC6P2	-7.44261015154673	-4.2182622673131	-5.34080964335467	-5.24617389395845	-1.1829395824013	-4.6579636258899	-5.93214365699728
ABCC6	-7.44261015154673	-3.27381301344248	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ABCC8	-2.83310569931579	-7.94476479104274	0.304629926293932	-3.35237180919444	-7.70204511140621	-2.03070049872496	-3.97682170718629
ABCC9	-7.44261015154673	-7.94476479104274	1.80828225513155	-5.95461508125675	-7.70204511140621	-0.980394990021503	-1.92229228579644
ABCD1	5.43204894788949	5.20869769746492	3.98698329454684	4.35782701881416	3.87719477383931	4.13006281131849	3.62413998520886
ABCD2	-2.61918070075415	1.67586965624501	1.45086837155175	0.860327734437509	3.31171697969666	-0.236645023649364	1.57244529730086
ABCD3	6.14490172408187	5.30291694862066	6.36341114993703	6.24747794755493	6.70820091163614	6.60913950651567	6.07986826086841
ABCD4	6.06184107337241	4.76665851737814	5.72045017288705	5.81575113331659	4.14482148490186	5.2102006795923	5.15010687056342
ABCE1	5.95687174341559	4.25649521814186	6.25326254665651	5.86618236439877	5.51992793295458	5.97287638419989	5.84008837478369
ABCF1	7.30811506207448	6.74861707538429	7.28395059478885	6.85824905165949	7.48657900546674	6.94959215165686	6.74433079578491
ABCF2	5.42340330520319	4.60676097685036	6.27704802451739	5.42302264165231	4.80781751386943	5.72595348538205	5.75702190470098
ABCF3	5.59389320887567	5.63142544429483	6.01260352567746	5.82540727846787	5.38213984246417	5.83739946091869	5.60429875443058
ABCG1	5.30725081942217	4.6937771442402	4.88158605057621	4.53368817077312	3.98655653645794	5.09177730562175	3.87878806772583
ABCG2	0.434628622960882	2.60011468835538	4.14103298365692	0.123780176543644	3.99397176661427	2.77701649818991	4.75620115660656
ABCG4	-5.88141597721117	-7.94476479104274	-7.51640380130784	-4.4175114750813	-7.70204511140621	-7.52664253553674	-5.15014938415998
ABCG5	-7.44261015154673	-7.94476479104274	-3.60271288626721	-3.20908978443645	-4.45341178745217	-7.52664253553674	-7.7661025943389
ABCG8	-2.52304596057876	-3.45839010814815	-0.2330414450802	-3.20908978443645	-7.70204511140621	-5.89376010645222	-3.33842106579567
ABHD10	-0.791558700647646	0.555045319896982	-0.734398271525108	1.49956362531261	-1.65323550920947	0.358125386243728	0.326151862122758
ABHD11	3.89935530156141	3.04198748591871	4.39004720453094	4.45180938604436	4.46778119653152	4.08427353597744	4.0143582855191
ABHD12B	0.242859858392535	1.95532422981146	1.7184848533422	2.72023457193827	1.91161120306537	1.85969375087439	1.41560067707361
ABHD12	5.96983751580356	4.95284613655516	5.2284442116215	5.83629055443551	4.92946575069463	5.71754211003476	5.28746284804758
ABHD13	3.23155590551606	1.80451489514922	3.96229966821994	2.95707801707512	2.64784000251058	2.14261613547172	0.863369285387386
ABHD14A	3.58027412888338	3.60700127621488	2.9395083989642	3.80859310886921	3.32157347511848	3.63935909394853	3.12896842004873
ABHD14B	1.49032802874144	-0.021850823879188	0.87240219336614	0.852180446543228	1.75749095484988	1.50161546584358	1.15815040405777
ABHD15	4.21465112769822	2.239507399727	3.7623411192549	3.36039795069412	2.34949858904462	3.51975029638007	3.51832627195859
ABHD1	3.34736268890363	2.40422751441691	3.0473822605144	3.37894776472993	1.46197268632512	2.34709186172119	2.48893410094676
ABHD2	6.32481441961944	6.56915113796528	5.31524216257624	7.12797216970128	5.81468982472543	6.32508569443983	5.5326576498182
ABHD3	2.586365494499	3.89642051645369	2.94671676627495	4.08983174237879	3.4795849388065	3.75833590487136	2.97315785904853
ABHD4	3.24867982795869	4.27881506065138	4.13473494986518	4.03959469378783	2.95695470768907	3.47904589120958	3.9376637359051
ABHD5	4.2918501892628	6.32691890843119	4.21453982670066	5.05539281996538	5.71463942210002	6.31850880437335	5.23651633811931
ABHD6	0.830042259679648	1.67025226574763	1.72688317218205	1.36860580488547	0.944400176284675	2.07007981612161	0.872683647334982
ABHD8	2.75882887697522	1.94605615753918	2.64379322449163	2.65147565882132	1.17934594388068	2.73318263285805	1.78961037180809
ABI1	7.13359488819685	6.89110462999687	6.75080777957974	6.70848413516096	7.6217573931468	6.80857921597123	6.3441424221008
ABI2	2.41795932432676	2.61773285298298	3.38910069464979	3.5219087689894	2.48196485871756	3.55794241569677	2.81304713485385
ABI3BP	0.874846558377258	5.25727905076278	1.92236811159259	1.36288257021748	3.05237787502383	-0.089446044137661	1.37028817936315
ABI3	0.434628622960882	-0.622108410272085	2.20081773468768	-0.868427654991547	-0.900363459883258	0.39610126849379	0.138128994053185
ABL1	7.10977793691118	5.02008318579822	6.48009766334121	6.47790224027882	5.56626187476679	5.88407918136793	6.21759133689224
ABL2	5.33316931496615	3.68428192953631	4.66268174467203	4.57697081561471	4.92817610592308	4.82395979084172	5.13325214511895
ABLIM1	5.4708730466429	5.28648790324015	6.39997671562294	6.21230326906173	5.66091578387535	5.74416499089116	4.90035800235964
ABLIM2	-5.88141597721117	-1.03414493511596	-2.33939582822729	-3.35237180919444	0.036832278835863	-3.37198151282437	-4.27289566235914
ABLIM3	0.06867717541023	4.27696820611885	0.391717434881026	0.4056932443946	0.838546629070989	2.83806961586334	-3.17596382868279
ABO	5.3879067545671	1.97368364622712	3.38645249881963	2.51621859249664	1.82556787895889	3.95878458550262	3.20467908906468
ABP1	-7.44261015154673	2.48963322660666	-2.83697861495158	-1.6311637123021	2.12476161042942	3.35277437211584	-0.967779306526561
ABRA	7.13163470638399	7.02298122434448	6.09965504682085	6.90981915236139	7.37564277405209	6.88206287734966	5.96862360612072
ABR	-2.61918070075415	-2.8299103328286	-1.43241102752141	-1.87985789919968	0.330327042201173	-1.26647527603459	-1.92229228579644
ABT1	3.89935530156141	3.28003903263507	3.46385720176651	3.24223474466636	2.6540942073711	3.69246363209616	3.09156478911404
ABTB1	6.16420755939161	8.08582391621719	5.55991030843992	7.30880395296537	6.37592100595848	6.36173216179759	5.39075476076698
ABTB2	2.21337623459904	1.80963398302731	-1.09981352342322	3.36326733859548	2.64155856705395	2.23281938468747	1.72422553437683
ACAA1	6.08824056618243	6.19962872359603	5.78822650799997	5.92877740396065	5.3550426349067	5.61359148104041	5.36252099869386
ACAA2	2.57283198965519	4.68544717999312	5.3819042643955	4.10705222228914	4.16028279419506	5.02467403499676	4.73847888358006
ACACA	7.64680154556356	5.44250933505614	6.71352463623073	7.15833576337786	5.66440537687378	7.05176367096386	7.10337676778134
ACACB	4.04369227851973	4.802405578393	5.37122887529716	5.65732060994796	4.5514089837879	4.45265255646146	4.90773930482006
ACAD10	5.81089097713343	4.39320385207833	4.59662423641055	5.06951719498398	4.50545269546575	4.78572840596876	4.81717204134073
ACAD11	5.24972732712783	3.71598088718631	4.24847728806703	4.3095517181308	4.11905544295447	3.85353378115561	3.96839814025381
ACAD8	4.5690622210227	4.80689231769971	4.81421590229589	5.02491136611788	3.90499443148954	5.16371598596051	4.32373639069144
ACAD9	6.211917049044	5.40537417693025	6.17025061077756	6.16025261977581	6.11394346977973	6.31665363908078	6.21209830478137
ACADL	-7.44261015154673	-7.94476479104274	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-4.27289566235914
ACADM	6.49304488294961	5.07106468245424	7.10383560381599	6.64003675621112	6.76112878864542	6.74715619836948	6.37355495982465
ACADSB	4.82623257334412	4.06429550457714	5.02384443646451	5.0947704014088	2.12925805378728	4.72112321629378	4.84050077369277
ACADS	3.70337792738914	3.44702545376755	4.37676610249956	3.69474453010834	3.68442609974974	4.19433701156557	3.56072327045352
ACADVL	9.05985399254188	8.22673197938587	8.90268981812519	9.13929670558373	8.5013777272016	8.93728865142374	8.5682633374716
ACAN	-5.14925140204113	-1.40906360961101	0.112895964210376	-5.24617389395845	0.391497965178105	-1.18946376018103	-1.30315414998853
ACAP1	7.90741843598616	7.15804943331774	6.94620792769709	8.0580494616165	7.2842224755935	7.73652042164065	6.52780367914984
ACAP2	7.09506005074133	7.34374285827915	6.59351250666388	7.06646881962455	8.06922693387565	7.30542280774684	6.45157484730836
ACAP3	5.33075914039291	4.46714787477556	5.08637046337705	5.70447003823434	3.52806292379093	5.08016007758908	4.63280693718997
ACAT1	3.31846005543369	3.66322701243402	5.65209086818903	4.32508796907959	4.97514147951072	5.50120230810549	5.30691876772979
ACAT2	3.36631435979228	3.06998819011308	4.05526632755201	4.86455739813212	3.15957162420548	3.79314540995071	3.54915144395495
ACBD3	5.00868153862194	4.64807006129852	5.22251719998419	4.92163588610241	4.64308570868761	4.76410987755594	4.95509270407504
ACBD4	4.08049988029907	2.90520735620511	3.78463714609761	4.25883471542085	2.5672850739117	3.82249392694387	3.35014163597241
ACBD5	6.03815382470938	5.95592945573656	5.64213466286048	6.04323778083062	6.01627728585051	5.53102020398452	5.62339199039489
ACBD6	5.49762042356626	4.17949866788165	5.50298086740416	5.26476363454468	4.42909958865013	5.16371598596051	5.52787550308315
ACBD7	-1.21115388724675	-2.05905199059275	-0.334243574506886	-1.77518242645556	-2.57199580197117	-0.51339776106381	-1.2216008508255
ACCN1	-7.44261015154673	-7.94476479104274	-7.51640380130784	-7.4048477747528	-7.70204511140621	-2.70303780901274	-7.7661025943389
ACCN2	-2.95327398210301	-5.92355303208952	-1.76778781101341	-2.18053943718929	-3.13650499015912	-4.29317159458189	-2.37233468196038
ACCN3	2.58366893079013	1.02002972896909	0.762320542490201	2.85476897631992	1.44042373752046	1.96871842590273	2.00397943444732
ACCN4	-1.41178099875287	-0.861478840829955	1.78434109962281	-2.396514098923	-1.71637563122292	-2.93481229694396	-0.780922286543619
ACCN5	-7.44261015154673	-5.11319315831409	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACCSL	6.16353055693627	3.09536134672521	4.45720440881478	6.77652386131836	3.72658003014994	3.24765005568937	3.98674381497722
ACCS	-7.44261015154673	-2.49093633733253	-7.51640380130784	-2.84886137013442	-1.09640233107057	-3.0663455094702	-5.93214365699728
ACD	4.39388866352956	3.64615900132993	4.26443030174988	4.37782927886947	5.37742260921809	4.16072054927222	4.07310932366026
ACE2	2.56465052663261	1.225506416498	2.34963130474643	5.72608668112039	2.38000448707313	3.56212424078981	0.298772784404974
ACER1	-7.44261015154673	-5.92355303208952	-5.34080964335467	-3.07876110229222	-1.13902220793118	-3.21108494993475	-5.93214365699728
ACER2	-7.44261015154673	-7.94476479104274	-7.51640380130784	-3.51146909164277	-7.70204511140621	-7.52664253553674	-5.93214365699728
ACER3	0.229121445546427	1.94605615753918	0.532512605498554	1.46257987650538	-0.864160919079471	0.647688226856947	0.504505120098018
ACE	3.75462437049723	3.97712220604346	2.51393529694913	3.65548752523941	3.89049953345819	3.99841365238191	3.04082402492076
ACHE	-4.66588705542283	0.165494750338572	4.27162376332232	-0.533510230227524	1.27983368981553	2.04240901617722	4.13247199377974
ACIN1	8.40181870173205	7.67511667663464	8.12033712206833	8.23506188741176	8.25138258331629	8.01756477905754	7.87728150290679
ACLY	8.13200892840625	7.31511928692205	7.82855501789259	7.59813165906615	7.25879842879196	7.57165015811209	7.44754945849831
ACMSD	-0.736605394571075	-1.61312414942516	-1.50923251221061	-1.87985789919968	-7.70204511140621	-2.59976632607089	-1.9882108068638
ACN9	0.918301224909211	1.76816348215687	2.41865153248508	2.13815333414844	3.28979269896413	2.6307256249922	0.997138812348331
ACO1	4.8722588129252	4.04271929976422	4.94054427036415	4.77904171362083	4.65326845180309	4.76289929671408	4.81717204134073
ACO2	6.90441721919067	6.36783776948272	6.65916100504205	6.40232075617711	6.25022570296732	6.66982078264683	6.52964493435957
ACOT11	2.52021474752937	1.87458016428172	1.73523288494445	1.95627474038302	-7.70204511140621	2.30112929743153	1.27515628239727
ACOT12	3.89283469661728	1.43213411209001	3.54920764957675	3.29578298402237	2.61615570867063	4.68386954662	3.93099173540707
ACOT13	-2.43291896372944	-3.11019445252427	-1.76778781101341	-1.87985789919968	-7.70204511140621	-4.29317159458189	-5.93214365699728
ACOT1	1.83225874969225	1.25582789630849	3.30465818514752	2.36695642732156	2.25390845636395	2.64656576971108	1.93896066383867
ACOT2	3.15551510587641	2.57026436189948	2.94671676627495	3.38883820680702	1.02382402827399	3.11161291064714	2.16427017068694
ACOT4	-2.43291896372944	0.780349011042173	-2.08302321202558	-0.018364126614162	-0.190826090090855	0.195358962171804	-1.9882108068638
ACOT6	-7.44261015154673	-2.96325643544796	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACOT7	3.69215564575168	3.79166219040368	4.83281535806412	3.48286458414103	2.0602940368466	4.80878859468951	4.39172281679764
ACOT8	2.61833714242841	2.25460137594471	2.15175932464631	3.16705047801619	1.93234345561339	2.55161305957166	1.96966774337114
ACOT9	4.43486171313158	4.99951124651455	4.46224314561969	4.75520909276569	4.53540557258996	4.27807204983023	3.63375899692959
ACOX1	6.45279039696184	7.06733224045393	6.25870287467836	7.05719567543511	6.65110901312711	6.96124984739618	6.04759180008683
ACOX2	-7.44261015154673	-1.03414493511596	-1.43241102752141	-3.89450264430822	-7.70204511140621	-1.30657957612798	-2.56008587494129
ACOX3	4.18115008638125	3.57879452501869	3.76642065573762	4.59600176273175	3.51265764835073	4.25156022765027	3.80651322051993
ACOXL	-2.61918070075415	-5.92355303208952	-1.50923251221061	-2.47634192785044	-7.70204511140621	-1.78428588542647	-5.93214365699728
ACP1	4.87887286745095	4.54747901764818	5.04750562001753	5.40154932842241	4.91456477399015	4.76229362515068	5.57606776605312
ACP2	3.29392418358543	3.22554350514569	3.2238920831722	3.3675607482121	2.57389760275382	2.74549289865292	2.85829207955189
ACP5	-0.466902888632036	3.86110713366371	3.11292823960854	1.84161357410722	4.5303147587949	2.71827030412104	3.81499334521763
ACP6	0.538537122247985	1.84496785421669	2.63935121085149	3.52447452513219	2.84932966416821	3.66031599980008	1.89392764501963
ACPL2	1.11787230375998	2.65802401674098	2.63042594134201	1.29838131108604	2.64470270341884	2.253654097045	1.54357771382158
ACPP	0.676534176786812	5.76523412955427	2.1703522687928	4.38983957770525	6.3609444350036	5.25695507295065	3.71238201998631
ACPT	2.04323864139912	-0.237207386740899	0.643140331746803	1.68987437501038	-2.16729473549254	1.234482925069	0.528275275022599
ACRBP	0.129105077735562	-7.94476479104274	-2.08302321202558	-2.65061133520136	-4.9644089890553	-1.62367750778998	-7.7661025943389
ACRC	2.89121362934234	3.0635745566431	3.17868968816593	2.13143650807542	4.46511587705698	2.26395969699972	1.96532083078468
ACRV1	2.01148725956077	3.83623947286286	3.68471126139229	2.83630097196042	1.61086909992783	2.89000517363002	2.26673843200284
ACR	-2.34809278835389	-5.92355303208952	-1.97011643468181	-2.95923663308818	-7.70204511140621	-4.6579636258899	-0.269769394003732
ACSBG1	-1.98575271374234	-0.490448882976353	0.493667716872229	-3.20908978443645	-2.00083173455331	-0.916935974591048	1.15051262749054
ACSBG2	-1.69639248231561	-3.27381301344248	-1.04159552840444	-2.05265466796392	-1.71637563122292	-2.5033960051724	-1.3457273707217
ACSF2	2.7731010312055	3.37288022374746	3.28772774154406	4.1682181871716	2.90545685283445	3.45825476266289	1.92559773761423
ACSF3	6.76781176564111	5.37978871791617	5.75113829007187	6.42755731028593	5.24125811809809	6.11746631841693	5.67021492965234
ACSL1	5.50618982713681	9.05593483577902	4.8825260491905	8.65739219549393	7.37410444860674	8.89191058176929	5.94618957778243
ACSL3	5.25820752620494	4.69654314509668	4.37141923800658	4.59539176358823	5.33231001094377	4.51438230438807	4.29890438799867
ACSL4	5.8059828767352	6.58098762013316	5.82438512498289	6.22852332629017	5.78685574850717	5.65267984544254	5.53669173730579
ACSL5	6.26316385032904	6.32177745953783	5.98179393554934	6.05504299196647	5.89246544892372	6.36472780210898	5.6333585031308
ACSL6	-1.45548573550697	3.81221142800118	5.61693933413049	2.49805744730912	2.38753122749592	4.48090550403648	6.02061209515562
ACSM1	6.02429952150952	1.11406252413488	3.26484024939429	2.72023457193827	2.48897926612841	2.06615918989915	3.12507655146977
ACSM2A	-7.44261015154673	-7.94476479104274	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACSM2B	-7.44261015154673	-7.94476479104274	-2.65138856373038	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACSM3	5.37119437026509	4.07496379519893	3.95695492369319	4.28479446718558	3.45472107203938	2.64130502201989	3.57077303481493
ACSM4	-7.44261015154673	-4.59741975511168	-3.05001768244292	-7.4048477747528	-7.70204511140621	-5.89376010645222	-5.93214365699728
ACSM5	-7.44261015154673	-4.2182622673131	-0.299714702118163	-3.35237180919444	-3.53137509788124	-1.34783065726006	-1.79885622203822
ACSS1	7.09482333987424	5.29609423515674	6.57908914080461	7.47122008691224	4.70689636680652	5.81508769747729	6.34832149101973
ACSS2	4.96583382676664	4.85286945041164	3.76642065573762	6.38124267042097	5.06882242357321	5.46704300807701	4.23624117453004
ACSS3	-7.44261015154673	-0.894398311821814	-0.078708542553792	-2.56084688481205	-7.70204511140621	-2.93481229694396	-7.7661025943389
ACTA1	-2.05130361023353	-2.8299103328286	1.55830184734325	2.47701799285379	-7.70204511140621	3.05140902414855	2.09830954183188
ACTA2	5.57873875429954	3.58328504994184	5.4544987386347	3.78203468144386	4.10428585698398	4.59346439201946	5.31120690367925
ACTBL2	13.5341159200419	14.860206913584	13.6374102393272	14.1898263968134	14.2243059394716	14.6884304931921	13.2712437758288
ACTB	-7.44261015154673	-7.94476479104274	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACTC1	-7.44261015154673	-5.11319315831409	-2.33939582822729	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACTG1	11.4196736387935	11.9510940250986	12.1154774895617	12.5138361611467	11.9951223865241	11.8444895765435	11.2300722952099
ACTG2	-7.44261015154673	-7.94476479104274	-7.51640380130784	-5.95461508125675	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACTL6A	5.09263638900543	3.94724041770696	5.82780524276819	5.11576585253165	4.91846684751257	5.52924128437766	5.17808082910085
ACTL6B	-7.44261015154673	-4.59741975511168	-2.83697861495158	-3.89450264430822	-7.70204511140621	-5.14739861067414	-7.7661025943389
ACTL7A	-4.66588705542283	-3.91829846689335	-2.08302321202558	-5.24617389395845	-2.82681405378507	-3.21108494993475	-3.17596382868279
ACTL7B	-5.88141597721117	-3.45839010814815	-7.51640380130784	-5.95461508125675	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACTL8	-7.44261015154673	-7.94476479104274	-3.60271288626721	-2.74633367657231	-7.70204511140621	-7.52664253553674	-5.93214365699728
ACTL9	-7.44261015154673	-4.2182622673131	-7.51640380130784	-7.4048477747528	-7.70204511140621	-7.52664253553674	-7.7661025943389
ACTN1	8.56527892732729	8.92275079413636	7.55875629090928	8.40259399232133	8.9246118560087	9.43443007109781	7.91334024264355
ACTN2	-3.77518571422734	-5.92355303208952	-3.30005843919326	-7.4048477747528	-7.70204511140621	-3.0663455094702	-3.73128443864002
ACTN3	-1.5005559280201	0.626405723955724	0.259032022821145	-2.11518050558571	-7.70204511140621	-1.43404938624313	-1.92229228579644
ACTN4	10.3080947962696	10.0759334714354	9.70029151028426	10.682157526897	10.0944346214829	10.1516581987872	9.3890101096789
ACTR10	5.25057759366193	5.03053424754371	4.98760874496089	5.1851100546862	5.37268990124816	5.21507768578181	5.12206799138051
ACTR1A	6.10102564560189	6.05732377967138	5.99315281979667	6.39199584427768	5.93738696399712	5.97836294063716	5.79425969766395
