tf	target	mor	likelihood	state
GATA1	PAGE2B	0.99930320186987	1	activation
GATA1	CREM	-0.836543968945439	1	inhibition
GATAD2A	ZNF281	-0.529796811692696	1	inhibition
GFI1	TMEM9B	0.20976874730197	1	activation
GLI3	TBRG4	-0.308735618981332	1	inhibition
GLI4	SLC41A1	-0.929052807991254	1	inhibition
GTF2IRD1	EFR3A	-0.843636237227253	1	inhibition
GTF2IRD1	HS6ST1	0.504493973056421	1	activation
GTF2IRD1	PRKRA	-0.325203190531834	1	inhibition
GTF2IRD1	ACTR1A	-0.901444735657392	1	inhibition
GTF2IRD2B	HIC1	0.410957665274491	1	activation
GTF2IRD2B	REM2	0.0821529397832465	1	activation
GTF2IRD2B	POC5	0.272067115857815	1	activation
GTF2IRD2B	TSC2	0.576096606584987	1	activation
GTF2IRD2B	PELI3	-0.584371548706605	1	inhibition
GTF2IRD2B	PPIL1	0.154968689299296	1	activation
GTF2IRD2B	LMTK2	-0.32187972712046	1	inhibition
HES1	ALDOB	0.0890152590099156	1	activation
HESX1	CRHBP	0.87109144754748	1	activation
HEYL	LBP	0.984465039036714	1	activation
HEYL	C7	0.552926252048238	1	activation
HIC1	GTF2IRD2B	0.410957665274491	1	activation
HIC2	EPAS1	-0.995596723350925	1	inhibition
HIVEP3	MLXIP	0.0826275841593637	1	activation
HIVEP3	YWHAZ	0.263854790839866	1	activation
HIVEP3	MAB21L2	0.194203981438328	1	activation
HIVEP3	RRAD	0.470602882971312	1	activation
HLF	ZNF462	-0.326870345034929	1	inhibition
HLF	IZUMO1	0.705266565437065	1	activation
HLF	PTMA	-0.702182529534481	1	inhibition
HLF	LPCAT2	-0.990249900271262	1	inhibition
HLF	PLOD2	-0.629762831292674	1	inhibition
HLF	PCYOX1	0.217870910854733	1	activation
HLF	HOXA9	-0.173057385685134	1	inhibition
HMBOX1	AR	0.970415764574515	1	activation
HMGN3	ZNF420	0.98899301194371	1	activation
HNF1A	LMO7	0.416697809284775	1	activation
HNF1A	CLUAP1	0.128243807617025	1	activation
HNF1A	PGAM1	0.375648075236258	1	activation
HNF1A	UBE2V2	0.990996384340433	1	activation
HNF1A	ITIH3	0.97147465402469	1	activation
HNF1A	GTF2E2	0.659316842290904	1	activation
HOXA1	PRR22	0.770157416686764	1	activation
HOXA1	SIRT6	0.933391231696669	1	activation
HOXA1	TRIM7	0.428240081506686	1	activation
HOXA1	CKMT2	-0.0760736864904305	1	inhibition
HOXA1	EFHC1	0.88333247595396	1	activation
HOXA6	MYRIP	0.941258314257204	1	activation
HOXA9	HLF	-0.173057385685134	1	inhibition
HOXB3	BEND7	0.60879739541635	1	activation
HOXC4	RRAS2	-0.994400574284223	1	inhibition
HSF4	PJA1	0.963034467844369	1	activation
HSF4	INTS4	0.805721220053893	1	activation
HSF4	MMP21	0.893438856639867	1	activation
HSF4	PDCD4	0.371485939812615	1	activation
HSF4	EIF2S2	-0.599761713990458	1	inhibition
HSF4	GBP3	0.830435257963566	1	activation
HSF4	GYPC	-0.993507616774105	1	inhibition
IRF4	ARHGAP42	0.190446059178747	1	activation
IRF5	WAS	0.732677611832625	1	activation
IRF5	DNAJB14	-0.450105037969029	1	inhibition
JRKL	CHST2	-0.0719844022166938	1	inhibition
JRKL	LRRC3	0.989546869432075	1	activation
JRKL	PPFIA3	0.428240081506686	1	activation
JRKL	GNS	0.295107393144632	1	activation
JRKL	SETBP1	0.204813095301444	1	activation
JRKL	RARG	0.965182053178878	1	activation
JRKL	LYSMD4	0.694113159595843	1	activation
JRKL	C1orf112	0.611599706172222	1	activation
JUN	ZNF496	-0.217823988185353	1	inhibition
JUN	ZDHHC3	-0.0451704229593708	1	inhibition
KLF1	SLC4A1	0.162286746128329	1	activation
KLF1	PLEKHG5	-0.446474425930558	1	inhibition
KLF9	AP1G1	0.77328436401051	1	activation
KLF9	CHMP5	0.0875048992847307	1	activation
KLF9	PTP4A3	-0.956007992842565	1	inhibition
KLF9	MPI	0.671128870680852	1	activation
LCORL	SLAMF1	0.371485939812615	1	activation
LTF	PGBD1	-0.806410871730393	1	inhibition
MAX	NAALADL1	-0.747135452937363	1	inhibition
MBD2	CCAR1	-0.0714158055226679	1	inhibition
MBD2	CDK11B	0.995332901348646	1	activation
MBD2	ALOX12	0.98303237355787	1	activation
MBD2	EGLN1	-0.0888553863871064	1	inhibition
MBD2	NUDT1	0.536852312000742	1	activation
MBD2	EXOC2	0.920699918935822	1	activation
MBD2	SNORD96B	0.997110531802304	1	activation
MBD2	SDS	0.993256772648619	1	activation
MEF2A	TMEM176A	-0.113809089323965	1	inhibition
MGA	CSGALNACT1	-0.413950160074	1	inhibition
MLXIP	HIVEP3	0.0826275841593637	1	activation
MXD3	PGAM2	0.428240081506686	1	activation
MXD3	GALNT12	0.272067115857815	1	activation
MXD3	PPFIA4	0.998722942364469	1	activation
MXD3	AFF3	-0.959077838427974	1	inhibition
MXD3	CCNF	0.99906813415592	1	activation
MXD3	CCR7	-0.331893066096927	1	inhibition
MXD3	ATXN1	-0.835638201469167	1	inhibition
MXD3	TFDP1	-0.160773550465677	1	inhibition
MXD3	MPO	0.995426641537374	1	activation
MXD3	FBXO38	0.132421631158183	1	activation
MXD3	TRPV5	-0.927353777961961	1	inhibition
MXD3	UPK3A	-0.556468216973336	1	inhibition
MXD3	VDAC3	-0.749693866921163	1	inhibition
MYB	XKRX	0.429688231986303	1	activation
MYBL2	DDT	-0.464643163730735	1	inhibition
MYC	KIF3A	-0.187203943467322	1	inhibition
MYC	SDC4	-0.212507197131739	1	inhibition
MYC	BAIAP2L1	-0.857019682435895	1	inhibition
MYC	NEURL4	-0.155405228411216	1	inhibition
MYNN	NACA	0.480906648733625	1	activation
MYSM1	SERPINF1	0.940237492127049	1	activation
MYSM1	SYBU	0.429688231986303	1	activation
MYSM1	ZNF831	0.947364228450458	1	activation
MYSM1	DUOX2	-0.446474425930558	1	inhibition
MYT1	CCT7	0.988336868506289	1	activation
MYT1	MAVS	0.985962765804197	1	activation
MYT1	YPEL5	-0.878704590174015	1	inhibition
MYT1	MED12L	0.16146074716025	1	activation
MYT1	SOCS5	0.997891504171931	1	activation
MYT1	XK	0.759521387329197	1	activation
MYT1	HNRNPH3	0.97147465402469	1	activation
NCOA1	DYNC2H1	0.123505171871153	1	activation
NFAT5	NACA	-0.176520963265196	1	inhibition
NFATC1	ITGAE	0.835400843206421	1	activation
NFATC2	TGS1	0.270884643761059	1	activation
NFATC2	GPR183	0.964550245695622	1	activation
NFATC2	COL23A1	-0.453737602749714	1	inhibition
NFATC2	HNRNPC	0.99958185571976	1	activation
NFATC2	GIMAP6	0.873753879504237	1	activation
NFATC2	HEXIM1	0.680171371797875	1	activation
NFATC2	SULT1A1	-0.747135452937363	1	inhibition
NFATC2	NLRP12	-0.462825031365272	1	inhibition
NFATC3	GIMAP6	0.841049101936915	1	activation
NFIX	PAGE2B	0.991837131281226	1	activation
NKRF	TMEM156	-0.220513988325686	1	inhibition
NKRF	SLC4A1	0.410957665274491	1	activation
NPAS1	SCT	0.754081265879715	1	activation
NPAS1	SIGLEC5	0.165623132444563	1	activation
NR1D1	NR1H3	-0.154347627693897	1	inhibition
NR1D2	ZNF281	-0.143065010349143	1	inhibition
NR1H2	NR4A1	0.539781815723607	1	activation
NR1H3	NPEPL1	-0.791366486271344	1	inhibition
NR1H3	NPTXR	-0.0797340907252905	1	inhibition
NR1H3	NRIP1	0.992937198013387	1	activation
NR1H3	NRIP2	0.598933829622433	1	activation
NR1H3	NR4A1	-0.0598460214699273	1	inhibition
NR1H3	NR1D1	-0.154347627693897	1	inhibition
NR1H3	IPO9	0.816626115444014	1	activation
NR1H3	LGALS1	-0.0306901076289844	1	inhibition
NR1H3	MMP7	0.77328436401051	1	activation
NR1H3	NPM3	0.813944165514248	1	activation
NR1H3	NPR2	0.570331641479268	1	activation
NR1H3	ALKBH7	-0.0748856526455369	1	inhibition
NR1I2	NR4A1	-0.213828469266589	1	inhibition
NR1I2	GREB1	-0.645929198651487	1	inhibition
NR3C1	ECT2	0.469132489185645	1	activation
NR3C2	NR4A1	-0.0306901076289844	1	inhibition
NR4A1	NOP14	-0.292662393180052	1	inhibition
NR4A1	NR3C2	-0.0306901076289844	1	inhibition
NR4A1	NR1H3	-0.0598460214699273	1	inhibition
NR4A1	NR1H2	0.539781815723607	1	activation
NR4A1	NR1I2	-0.213828469266589	1	inhibition
NR4A1	NSUN7	0.892865760044967	1	activation
NR4A1	API5	-0.0538039518610449	1	inhibition
NR4A1	ECT2	-0.499152904063736	1	inhibition
NR4A1	NPM3	-0.0320610287299923	1	inhibition
NR4A1	COLEC12	0.971300662539418	1	activation
NR4A1	RREB1	0.495647103616355	1	activation
NR4A1	SHOC2	0.91846296472677	1	activation
NR4A1	BEST1	0.963691293640664	1	activation
NR4A1	NPC1L1	-0.406776302062056	1	inhibition
NR4A1	NOG	0.24124332981048	1	activation
NR4A1	NNT	-0.0816193636456343	1	inhibition
NR5A1	IQCK	0.976404444140254	1	activation
NR5A1	WDR75	0.768056374219141	1	activation
NRF1	KCNQ1	0.995172622233663	1	activation
NRL	HAVCR1	-0.0440428879872403	1	inhibition
OSR2	DEFA1B	0.997323375607064	1	activation
OSR2	HDAC6	-0.948261861639192	1	inhibition
OSR2	MMP8	0.995395594254755	1	activation
OSR2	ORM1	0.846542846874362	1	activation
OSR2	LCK	0.54417062404853	1	activation
OSR2	CBLL1	0.0860164846075884	1	activation
PAX8	GBP7	0.831270862720992	1	activation
PCGF2	FOXI1	0.268528950100793	1	activation
PIN1	SH3BGR	-0.51181167264354	1	inhibition
PITX1	NTN3	0.210769872299581	1	activation
POU2AF1	SLAMF1	0.730358260349971	1	activation
POU5F2	FRRS1	-0.237090742595663	1	inhibition
PRDM1	SGSH	0.110749013046752	1	activation
PRDM1	PCDHGC5	0.344221077672358	1	activation
PRDM15	UCHL5	-0.116332847858878	1	inhibition
PROX2	FAM161A	0.862115619746067	1	activation
PURB	TMEM70	0.951202285668848	1	activation
RARA	DHRS11	0.993605266692007	1	activation
RARG	JRKL	0.965182053178878	1	activation
RBPJ	RTTN	-0.556468216973336	1	inhibition
REL	SLC27A3	-0.111329252950467	1	inhibition
REL	RBM19	-0.805366498499307	1	inhibition
REL	RCOR3	0.152587000254431	1	activation
REL	IFITM5	-0.0281062096385351	1	inhibition
REL	GMFB	-0.979688070138565	1	inhibition
REL	REM2	-0.744557886598579	1	inhibition
RELA	NDUFA11	0.317895619861352	1	activation
RELA	POLR2B	0.973809455625199	1	activation
RELA	RHOBTB3	-0.387191578406524	1	inhibition
RELA	RBM44	0.185823465019005	1	activation
RELA	RBM47	0.976258715631018	1	activation
RELA	RBM25	0.985231769865997	1	activation
RELA	RAD51	0.614394675263138	1	activation
RELA	RDH10	0.867698071704163	1	activation
RELA	RCOR3	-0.108090445677216	1	inhibition
RELA	RASIP1	-0.905929285896853	1	inhibition
RELA	SMAD7	-0.242780146129318	1	inhibition
RELA	TMEM87A	0.573216639912132	1	activation
RELA	DOC2A	-0.768270613852966	1	inhibition
RELA	WDR35	-0.0944469757247311	1	inhibition
RELA	RIN3	-0.0766736767224374	1	inhibition
RFX3	C17orf78	0.504493973056421	1	activation
SAFB	TAOK2	-0.048708031014088	1	inhibition
SALL2	ZNF611	0.979019035293364	1	activation
SATB1	SH3BGR	-0.495528251826209	1	inhibition
SATB1	ZNF92	-0.311998635349917	1	inhibition
SETBP1	MED10	-0.161863315830551	1	inhibition
SETBP1	HSD17B4	-0.138147512633672	1	inhibition
SETBP1	EFHC1	0.0798147365940954	1	activation
SETBP1	JRKL	0.204813095301444	1	activation
SETBP1	GSTM4	0.865626863714701	1	activation
SETBP1	STRN3	0.637833528240144	1	activation
SETBP1	KCNE3	0.88456213200973	1	activation
SETBP1	CLDN9	0.395292905016113	1	activation
SETDB1	MST1	0.485327085623518	1	activation
SKI	TRIM62	0.392465376453278	1	activation
SKI	GPX4	0.497121674662237	1	activation
SKI	SGPL1	-0.925615990437937	1	inhibition
SKI	TACC3	0.818397741219327	1	activation
SKI	CPNE5	-0.0719844022166938	1	inhibition
SMAD1	NOTCH2	0.750778392961104	1	activation
SMAD5	SRP72	0.774320106316924	1	activation
SMAD5	RNF122	0.0915819069101293	1	activation
SMAD5	MAT2A	0.242343392845987	1	activation
SMAD5	SNORA57	0.375648075236258	1	activation
SMAD5	MTHFR	-0.366122713613916	1	inhibition
SMAD5	ATG7	-0.383656691999552	1	inhibition
SMAD5	TPH2	-0.949487573831793	1	inhibition
SMAD5	GABARAPL2	-0.955206261965762	1	inhibition
SMAD5	EPHB6	0.375648075236258	1	activation
SMAD5	GCNT7	-0.435598154693254	1	inhibition
SMAD5	PPWD1	0.997656555762133	1	activation
SMAD5	HTT	0.799141251907247	1	activation
SNAPC2	HAVCR1	-0.105711545320538	1	inhibition
SNAPC2	CCDC77	0.999878931432815	1	activation
SOX10	CRHBP	0.812139827715788	1	activation
SOX12	SLC38A7	-0.0881761828122016	1	inhibition
SOX15	MYRIP	-0.364383229688548	1	inhibition
SOX15	GJA9	0.349603199288482	1	activation
SOX7	SNORD56	-0.907020227720417	1	inhibition
SP1	SPAG9	-0.540515680031785	1	inhibition
SP110	SPAG9	-0.0317824991949728	1	inhibition
SP110	ZNF227	0.300093111332135	1	activation
SP2	RPS18	0.455922913096259	1	activation
SP3	SPAG9	-0.278559272818473	1	inhibition
SP3	SPATA2L	0.60879739541635	1	activation
SPI1	KATNAL2	0.861404426088781	1	activation
SPI1	NLRP6	-0.743261927134895	1	inhibition
SPI1	ZNF407	0.989879563084618	1	activation
SPI1	XRCC2	-0.203407123493244	1	inhibition
SPI1	LTK	0.843422383258387	1	activation
SPI1	HMGB1	0.975214784909663	1	activation
SREBF2	SPEG	-0.495528251826209	1	inhibition
STAT4	SNORD1A	0.144097868067354	1	activation
TBX19	LSM14A	0.166465346822618	1	activation
TBX19	SIGLEC5	0.942263303929248	1	activation
TCF3	IL2RB	0.82875440651881	1	activation
TCF7	SERPING1	-0.0304223691454948	1	inhibition
TEAD2	SLC9A6	0.979660479300378	1	activation
TEAD2	FZD3	-0.308735618981332	1	inhibition
TEAD2	GRHL3	0.361844940155828	1	activation
TEAD2	TAF1C	0.976258715631018	1	activation
TET3	C1orf146	0.452994386277081	1	activation
TFDP1	MXD3	-0.160773550465677	1	inhibition
TGIF1	TMPRSS11D	0.933768460556295	1	activation
TGIF1	MIER3	0.711361052364952	1	activation
TGIF1	EP400	0.557291784765038	1	activation
TGIF1	ZNF18	-0.184792069838695	1	inhibition
TGIF1	DET1	0.0880059029952071	1	activation
TGIF1	GPX4	-0.856213783874628	1	inhibition
THRB	LYPLA2	0.85412659977553	1	activation
TIGD3	ETV4	-0.725980801404921	1	inhibition
TIGD5	WDHD1	-0.952715087910085	1	inhibition
TRAFD1	FUCA1	-0.213828469266589	1	inhibition
TRAFD1	ZFYVE19	0.989203875727204	1	activation
TRAFD1	STBD1	0.586134271011802	1	activation
TRAFD1	ARL10	0.938851411825358	1	activation
TRAFD1	AXIN2	-0.064887027025798	1	inhibition
TRAFD1	KIAA1671	0.181283804428657	1	activation
TRAFD1	TRIM58	0.973809455625199	1	activation
TRAFD1	CADM4	-0.991727610263266	1	inhibition
TRAFD1	CCL3	-0.0565229487310597	1	inhibition
TRAFD1	NUCB1	-0.544074516160264	1	inhibition
TRAFD1	FFAR2	-0.156468176168521	1	inhibition
TRAFD1	AMMECR1	0.837840553944191	1	activation
USF1	UPF2	-0.839235507740433	1	inhibition
VDR	VDAC1	0.519225845340671	1	activation
VENTX	ZNF30	-0.925175396035997	1	inhibition
WT1	TAS2R19	0.263854790839866	1	activation
ZBTB16	KCNE3	-0.558230295272005	1	inhibition
ZBTB2	LRP1	-0.738030315461616	1	inhibition
ZBTB2	TYK2	-0.0888553863871064	1	inhibition
ZBTB2	ZNF836	0.999978898472252	1	activation
ZBTB2	SNORA68	0.931475975625049	1	activation
ZBTB2	ABLIM2	0.775352558456938	1	activation
ZBTB2	MFAP1	0.998666120592415	1	activation
ZBTB2	NKPD1	0.368721116842224	1	activation
ZBTB22	IL18RAP	-0.963295779136855	1	inhibition
ZBTB22	INPP5F	0.389644614545883	1	activation
ZBTB22	RHCE	0.97849227013398	1	activation
ZBTB22	MS4A4A	-0.93699332050454	1	inhibition
ZBTB22	CTNNB1	0.982817840797693	1	activation
ZBTB22	TMEM70	0.835400843206421	1	activation
ZBTB24	PCDHGC5	-0.996726322951979	1	inhibition
ZBTB39	RAB24	-0.986242379145748	1	inhibition
ZBTB40	CTHRC1	0.637833528240144	1	activation
ZBTB40	LRBA	-0.437408964867469	1	inhibition
ZBTB40	F8	-0.935476676869021	1	inhibition
ZBTB40	ATP6V0C	-0.204691133549537	1	inhibition
ZBTB41	NR1H3	0.947364228450458	1	activation
ZBTB42	ACTA1	0.448607174506304	1	activation
ZBTB7B	TTN	0.667214340015723	1	activation
ZBTB8A	SH3BGR	-0.545851095813934	1	inhibition
ZFP28	TAF11	-0.86638212276954	1	inhibition
ZFP28	BRMS1	0.996589366474471	1	activation
ZFP28	MMP15	-0.0467135898325822	1	inhibition
ZFP28	FAM111B	0.497121674662237	1	activation
ZFP3	ZNF69	-0.973886964220614	1	inhibition
ZFP37	CACNA1H	0.174192181264498	1	activation
ZFP41	CKM	0.929112568008398	1	activation
ZFP62	TULP3	0.659316842290904	1	activation
ZFPM2	A1BG	-0.0702901185301567	1	inhibition
ZFX	IGF1	-0.1041492882968	1	inhibition
ZGPAT	GREB1	-0.0467135898325822	1	inhibition
ZGPAT	ZNF385D	-0.227330482675665	1	inhibition
ZGPAT	ITPKA	0.116984213541177	1	activation
ZGPAT	AASDHPPT	-0.228709371958341	1	inhibition
ZHX1	SLC4A7	0.864231284424664	1	activation
ZHX1	CSF2RA	-0.0337789591106855	1	inhibition
ZHX1	ARHGAP11B	-0.359181153321533	1	inhibition
ZHX1	SPTAN1	-0.637893373734116	1	inhibition
ZHX1	EFCAB2	-0.442846151609074	1	inhibition
