tf	target	mor	likelihood	state
IRF4	ARHGAP42	0.162069446098221	1	activation
JUN	ZNF496	-0.00126732482847274	1	inhibition
JUN	ZDHHC3	-1.09821117159464e-05	1	inhibition
KDM1A	PLIN1	-0.0266146554032248	1	inhibition
KDM5A	MAMSTR	0.929094067637057	1	activation
KDM5A	AK1	-0.000845093971514803	1	inhibition
KDM5A	MTX2	-3.13196136355578e-06	1	inhibition
KDM5A	LSM4	0.193879022936107	1	activation
KDM5A	ZNF662	0.944716668329231	1	activation
KDM5A	FOSL1	0.102046367979347	1	activation
KDM5A	DNAH3	0.81002542238395	1	activation
KDM5A	PIK3AP1	-8.77320284077146e-05	1	inhibition
KDM5A	MMP23A	0.926880319391191	1	activation
KDM5A	CLGN	-0.921849665016711	1	inhibition
MAX	NAALADL1	-0.22943969137843	1	inhibition
MAX	GPC1	0.0955849811840657	1	activation
MBD4	OLFML2B	0.075643345870111	1	activation
MEF2A	TMEM176A	-0.00016785199216859	1	inhibition
MYB	XKRX	0.374630371429985	1	activation
MYBL2	DDT	-0.0201067793150102	1	inhibition
MYC	SHH	-0.836042936505865	1	inhibition
MYC	BAIAP2L1	-0.535638407296237	1	inhibition
MYC	NEURL4	-0.000434261987916271	1	inhibition
MYC	NCLN	0.263299096587226	1	activation
MYC	KIF3A	-0.000778521959740928	1	inhibition
MYC	SDC4	-0.00116945433215939	1	inhibition
MYC	MYEOV	-0.157803124481864	1	inhibition
NFATC1	ITGAE	0.784240507147838	1	activation
NR3C1	ECT2	0.411205624032349	1	activation
NRF1	KCNQ1	0.989943706055701	1	activation
PAX5	CCDC34	0.572844829380439	1	activation
PAX5	BCO2	0.77477426945863	1	activation
PAX5	ADAM15	0.314083608924658	1	activation
PAX5	SNORD12	0.751883248252135	1	activation
PAX5	DBT	0.827951918735513	1	activation
PHF8	IRS2	-0.387375132982445	1	inhibition
POLR3A	DGKA	0.601229335974297	1	activation
PRDM1	SGSH	0.0940248868840892	1	activation
PRDM1	DDX11L2	0.504769435189795	1	activation
PRDM1	KIR2DS1	0.222774049052032	1	activation
PRDM1	GPRIN3	-0.788226808405236	1	inhibition
PRDM1	AGPAT5	0.644312676653668	1	activation
PRDM1	HERC6	0.15112178634618	1	activation
PRDM1	PCDHGC5	0.297013750093676	1	activation
PRDM1	DNAJC5B	-0.478682405242323	1	inhibition
PRDM1	LZTS2	0.924218361326495	1	activation
PRDM1	ASCL3	0.903484917650333	1	activation
PRDM1	LCP1	-0.00975560318099579	1	inhibition
PRDM1	SYCP2	-0.278102354144832	1	inhibition
PRDM1	NKTR	0.522992650604104	1	activation
PRDM1	LSP1	0.144392737999877	1	activation
RELA	IMMT	0.777645166734527	1	activation
RELA	NDUFA11	0.273514641234012	1	activation
RELA	TMEM87A	0.510383399891193	1	activation
RELA	RBBP9	-6.86108023778095e-06	1	inhibition
RELA	RBM44	0.158091905437221	1	activation
RELA	RBM25	0.973645354585899	1	activation
RELA	RBMX2	0.220761476834956	1	activation
RELA	RAD51	0.550835712737542	1	activation
RELA	RDH10	0.821594206952563	1	activation
RELA	RCOR3	-0.000143753711818642	1	inhibition
RELA	DOC2A	-0.272753360962289	1	inhibition
RELA	POLR2B	0.956643867589516	1	activation
RELA	RIN3	-5.1783849763548e-05	1	inhibition
RELA	SMAD7	-0.00181196103600129	1	inhibition
RELA	RHOBTB3	-0.00958421610393244	1	inhibition
RELA	SERPINB1	0.790691086374529	1	activation
RELA	WDR35	-9.6046459504229e-05	1	inhibition
RELA	RASIP1	-0.723583669086146	1	inhibition
RELA	PRMT6	0.91354651990418	1	activation
RELA	C11orf49	0.165305996097208	1	activation
SAP30	B3GNT8	0.384009417341277	1	activation
SETDB1	MST1	0.426373413533978	1	activation
SIRT6	AAK1	-0.000880374405511014	1	inhibition
SIRT6	ZC3H18	0.235105343212249	1	activation
SIRT6	NDUFS6	0.466837138724221	1	activation
SIRT6	MRPL2	0.35220901602182	1	activation
SIRT6	SCARB1	0.426373413533978	1	activation
SIRT6	TP53I11	0.575574842308149	1	activation
SIRT6	SLC26A11	0.99164918146502	1	activation
SIRT6	RASAL2	0.852972164023295	1	activation
SIRT6	HOXA1	0.902035222683167	1	activation
SIRT6	MEAF6	0.951531626501337	1	activation
SIRT6	CDC42	0.819162825141857	1	activation
SMARCA4	BCO2	0.875502086412799	1	activation
SMARCC1	ALDOB	0.74355841315118	1	activation
SMARCC1	FZD3	-0.241760452824557	1	inhibition
SP1	SPAG9	-0.0396409500515851	1	inhibition
SP2	RPS18	0.398899865327737	1	activation
SP2	SSR1	-0.970509517428356	1	inhibition
SPI1	ZNF407	0.980993889036819	1	activation
SPI1	XRCC2	-0.00101519330192019	1	inhibition
SPI1	NLRP6	-0.222223838372303	1	inhibition
SPI1	KATNAL2	0.81422223763614	1	activation
SPI1	LTK	0.793411350612761	1	activation
SPI1	DNAJC16	0.771876792144235	1	activation
SPI1	HMGB1	0.958676917882602	1	activation
SREBF2	SPEG	-0.0266146554032248	1	inhibition
TAL1	EPS8L2	0.205103479572638	1	activation
TCF3	IL2RB	0.776691155199947	1	activation
USF1	UPF2	-0.472602640531388	1	inhibition
ZKSCAN1	XKRX	0.190236647948508	1	activation
ZNF217	MFSD6	0.648120812086599	1	activation
