TF	size	nes	pval	pval.fdr
42	AXL	56	-2.44305310565753	0.0145635940758593	0.999090691117524
43	PAWR	92	-2.43914747899388	0.0147219586818244	0.999090691117524
44	CDC42EP5	66	-2.43426396256331	0.0149221086623841	0.999090691117524
45	GTF2IRD2B	117	2.42123843745973	0.015467727962647	0.999090691117524
46	LGR4	90	-2.4152488914408	0.0157244606924615	0.999090691117524
47	OR5K2	60	2.40080771103749	0.0163589302761817	0.999090691117524
48	ZNF114	70	2.40051639171139	0.0163719574768132	0.999090691117524
49	HTR1B	64	-2.39118878174038	0.0167939151959106	0.999090691117524
50	ZNF511	42	2.38575217991598	0.0170442322429515	0.999090691117524
51	ARHGEF5	59	2.36810489285996	0.0178794660473365	0.999090691117524
52	ZXDC	104	2.36796184050212	0.0178863806004712	0.999090691117524
53	ZNF649	15	-2.36362499598382	0.0180971206316509	0.999090691117524
54	ELP4	142	2.35268852445783	0.0186382390908451	0.999090691117524
55	NOS2	56	2.34360556689145	0.0190983566550096	0.999090691117524
56	APOE	52	-2.31542977352115	0.0205894236867104	0.999090691117524
57	CAMK2A	196	2.29782490804737	0.0215717565207627	0.999090691117524
58	TEAD1	107	-2.29015942746498	0.0220120764337836	0.999090691117524
59	PRKG2	56	-2.28389177712452	0.0223778920172523	0.999090691117524
60	ZNF551	40	2.28233857479315	0.0224693587853678	0.999090691117524
61	SOCS3	46	2.28199345067784	0.0224897269254682	0.999090691117524
62	DNAJC27	36	2.27779168591376	0.0227389919215532	0.999090691117524
63	TAS2R46	48	-2.2691933401868	0.0232565710879799	0.999090691117524
64	OR2K2	55	2.26839327416396	0.023305247349856	0.999090691117524
65	ZFHX4	175	2.26685296664467	0.0233992092245896	0.999090691117524
66	GPR182	51	2.26490970625054	0.023518221023577	0.999090691117524
67	GRIN1	57	-2.24894980301133	0.0245156898971652	0.999090691117524
68	FPR3	64	-2.24739700623721	0.0246146661727085	0.999090691117524
69	ZSCAN20	81	2.23574817225276	0.0253682716057677	0.999090691117524
70	OR1N2	56	2.22847808651012	0.0258486510357355	0.999090691117524
71	FZD3	69	-2.22267807742322	0.0262375151850998	0.999090691117524
72	RASGEF1C	56	2.20724922075765	0.0272966527636533	0.999090691117524
73	OR1A1	47	2.20561450865481	0.0274110023468202	0.999090691117524
74	DCC	112	-2.20270554925337	0.0276155088945741	0.999090691117524
75	OR2T3	55	2.19884073407012	0.0278892489547627	0.999090691117524
76	ZNF552	20	2.1925172075461	0.0283421819802777	0.999090691117524
77	KCNIP1	68	2.19235925144085	0.0283535765070889	0.999090691117524
78	ELF1	74	2.18597153208521	0.0288176881411895	0.999090691117524
79	ZIK1	30	-2.18294400759428	0.0290399336749554	0.999090691117524
80	SIRT3	177	2.18186189265412	0.0291197270271948	0.999090691117524
81	PLCG2	59	2.17824889522624	0.0293875116329127	0.999090691117524
82	PLXNB3	70	-2.17329188088188	0.0297583561826225	0.999090691117524
83	TERT	57	2.16743692681864	0.0302015541524635	0.999090691117524
84	CNKSR2	44	2.16109320084678	0.0306881406877476	0.999090691117524
85	ZNF280A	66	2.15365231120833	0.0312674486189521	0.999090691117524
86	PLRG1	104	2.13533463839788	0.0327336854650913	0.999090691117524
87	OR5B17	48	2.1347612100374	0.0327805202825535	0.999090691117524
88	PDE4D	55	2.1341544303054	0.0328301415466917	0.999090691117524
89	FAM120B	120	2.13294818444948	0.0329289770108417	0.999090691117524
90	OR5L2	51	2.12984165775215	0.0331846881591683	0.999090691117524
91	ARGFX	98	2.11274933884271	0.0346222278873237	0.999090691117524
92	PDE7B	78	2.11017898627962	0.0348429418324202	0.999090691117524
93	GSC	78	2.10987640876247	0.0348690027744106	0.999090691117524
94	GPR75	102	2.10735166141818	0.035087108355664	0.999090691117524
95	PRRX1	64	-2.10426559479914	0.0353552854712577	0.999090691117524
96	ARHGAP42	67	2.10376717556756	0.0353987614147358	0.999090691117524
97	CASS4	83	2.10270468588139	0.0354915921990089	0.999090691117524
98	HOXA13	61	2.09399914440134	0.0362600564677909	0.999090691117524
99	NRG2	68	2.09186311292383	0.0364507626388208	0.999090691117524
100	ZCWPW1	91	2.09151329025781	0.0364820763248652	0.999090691117524
101	ELANE	67	-2.08690786134178	0.0368964641419963	0.999090691117524
102	STARD8	73	2.08384064526244	0.0371746648116316	0.999090691117524
103	UNC13C	42	2.0828542444701	0.0372645113647506	0.999090691117524
104	GPR143	58	2.07357224505221	0.0381190550914303	0.999090691117524
105	ZBBX	48	2.07042101828516	0.0384129352601825	0.999090691117524
106	ADRA2C	66	2.06675777825278	0.038756983789501	0.999090691117524
107	ZNF764	68	2.05656868536499	0.0397277330138125	0.999090691117524
108	EVX2	110	2.0556365090416	0.0398175659610789	0.999090691117524
109	LCORL	79	2.05192529404267	0.0401769232377689	0.999090691117524
110	ATP8B1	163	2.04878923550466	0.0404827288211	0.999090691117524
111	OR5V1	52	2.04510555652314	0.0408444526022061	0.999090691117524
112	ZNF587	24	2.04105605849422	0.0412452553606556	0.999090691117524
113	TRIB2	55	2.04002861106051	0.0413474761486544	0.999090691117524
114	RHO	80	2.03985117590464	0.0413651508884506	0.999090691117524
115	BHLHE41	87	-2.03684115410164	0.0416659627111194	0.999090691117524
116	CNTNAP1	62	2.03186565326462	0.0421672584953216	0.999090691117524
117	AGRP	63	2.0283926713811	0.0425201874745033	0.999090691117524
118	ADIPOR1	53	-2.02604183900348	0.0427604973434534	0.999090691117524
119	CHL1	79	-2.02255531865207	0.0431190147928066	0.999090691117524
120	RGL4	54	-2.02083852012742	0.043296483859588	0.999090691117524
121	TBC1D24	68	2.01892986580529	0.0434945095491827	0.999090691117524
122	ZNF761	36	2.01718450606194	0.0436762623641707	0.999090691117524
123	CCR8	43	2.01211839987638	0.0442074575157011	0.999090691117524
124	HMBOX1	73	2.01187669339615	0.0442329367986692	0.999090691117524
125	ZNF823	26	2.01181485678383	0.0442394572432305	0.999090691117524
126	NKD1	62	2.01110764054963	0.0443140883200672	0.999090691117524
127	CNIH4	42	2.01099574990579	0.0443259056393185	0.999090691117524
128	OR51B4	59	2.00722106935623	0.0447261291567836	0.999090691117524
129	HOMER2	104	2.00700510853153	0.044749119038676	0.999090691117524
130	RGS22	74	2.00427719272327	0.0450403755987311	0.999090691117524
131	NKX2-2	111	1.99800550520261	0.0457160632816601	0.999090691117524
132	TACR2	66	1.99057640679795	0.0465274761988752	0.999090691117524
133	ZIC1	102	1.98709086353618	0.0469123285380173	0.999090691117524
134	MXD3	48	-1.98692146666304	0.0469311003470412	0.999090691117524
135	DTX3	72	1.98425442743034	0.0472274837825422	0.999090691117524
136	BCL2L1	81	1.98286270145236	0.0473827679165637	0.999090691117524
137	SCG5	86	1.98186675834514	0.0474941552861309	0.999090691117524
138	OR1A2	62	1.98028739156265	0.0476712447477895	0.999090691117524
139	ZNF214	121	1.97877630298966	0.0478411976473374	0.999090691117524
140	KL	61	1.97761445176074	0.0479722176802766	0.999090691117524
141	FSTL1	58	-1.97388417185151	0.0483949149345171	0.999090691117524
142	ANTXR1	33	-1.97187378977323	0.0486240160525671	0.999090691117524
143	PREX2	69	-1.97161844084029	0.048653180437124	0.999090691117524
144	OR3A1	52	1.96214660552774	0.0497454182509718	0.999090691117524
145	FZD10	40	-1.95949442060991	0.0500549126562948	0.999090691117524
146	TLE4	37	-1.95853970392471	0.0501667168937111	0.999090691117524
147	GPR55	67	1.95536801522641	0.0505396485092898	0.999090691117524
148	GRPR	42	1.94898450888925	0.0512972747281044	0.999090691117524
149	NFIL3	70	-1.94853943860553	0.0513504505738509	0.999090691117524
150	TAOK2	49	-1.94566808820855	0.0516946223194209	0.999090691117524
151	FHIT	47	-1.94548139513123	0.0517170667855091	0.999090691117524
152	ZNF439	41	1.93831760542977	0.0525844857942946	0.999090691117524
153	ZNF561	40	1.93787108368093	0.0526389526265963	0.999090691117524
154	DCBLD2	97	-1.93032641203453	0.0535664064575887	0.999090691117524
155	HIPK1	58	-1.9274932512645	0.0539181883062079	0.999090691117524
156	OR51F2	55	1.92644482981643	0.054048854359794	0.999090691117524
157	SETBP1	87	-1.92567980429035	0.0541443671234631	0.999090691117524
158	ETS2	79	1.92472136458363	0.0542642262086315	0.999090691117524
159	GPR152	51	1.92313847525363	0.0544626614698319	0.999090691117524
160	TNFSF15	27	1.92291983531976	0.0544901182826119	0.999090691117524
161	TIE1	58	1.92161194371209	0.0546546046056753	0.999090691117524
162	RAB40A	48	1.92018114648618	0.0548350222080223	0.999090691117524
163	UBR5	96	1.91969381808234	0.0548965855713447	0.999090691117524
164	APP	71	1.91719780206803	0.0552128072004005	0.999090691117524
165	RARG	93	1.91576043210345	0.055395596310319	0.999090691117524
166	OR2A14	58	1.9089276936858	0.0562714199274959	0.999090691117524
167	POU2F3	116	-1.90471808870459	0.0568167263708666	0.999090691117524
168	ZNF195	50	1.90465142452513	0.056825397199889	0.999090691117524
169	TFB1M	243	1.89697131037796	0.0578317246864617	0.999090691117524
170	ARFGEF2	71	1.89537244729095	0.058043076289513	0.999090691117524
171	SPSB2	50	1.89327937829297	0.0583207260530099	0.999090691117524
172	SOX9	114	-1.89243014039963	0.0584336933654266	0.999090691117524
173	OR6C70	62	1.89031794799987	0.0587154497964551	0.999090691117524
174	SYDE2	66	-1.88984201884368	0.0587790919798481	0.999090691117524
175	SERTAD1	93	1.88577800978223	0.0593248754408914	0.999090691117524
176	MMS19	47	1.88140549132515	0.0599167804496068	0.999090691117524
177	OR4C16	46	1.87960804865156	0.0601615155321023	0.999090691117524
178	RPS6KA5	56	1.8780436148407	0.0603751988097334	0.999090691117524
179	ARHGAP19	103	1.87758514163584	0.0604379399325551	0.999090691117524
180	GLRX2	105	-1.8765247900383	0.0605832539329582	0.999090691117524
181	PBX1	159	-1.86798651495136	0.0617639505884826	0.999090691117524
182	PDE6A	74	1.86500107963514	0.0621812528770733	0.999090691117524
183	KDM6A	61	1.86309600379837	0.0624487603854759	0.999090691117524
184	RHPN1	79	1.86084544637753	0.0627660055563195	0.999090691117524
185	CHRNE	59	-1.85857356161058	0.0630876074791529	0.999090691117524
186	ARID3B	167	-1.85748658912009	0.0632419574352728	0.999090691117524
187	APBB2	65	-1.85704283066215	0.0633050607290121	0.999090691117524
188	HIVEP3	100	1.85679944075054	0.0633396933254865	0.999090691117524
189	ZNF415	35	1.85552488156022	0.0635213094935436	0.999090691117524
190	OR52N4	78	1.85206892455302	0.0640159261696267	0.999090691117524
191	HIVEP1	79	1.84606064810552	0.0648833998741033	0.999090691117524
192	TAX1BP3	61	1.8453679984272	0.0649840250386112	0.999090691117524
193	PDK2	54	1.84081072495438	0.0656493005948265	0.999090691117524
194	MYO9A	75	1.8407888006286	0.0656525146503763	0.999090691117524
195	ZNF346	123	1.84059502614259	0.0656809271828106	0.999090691117524
196	OR11H12	48	1.83978878300371	0.0657992528775599	0.999090691117524
197	DAB1	57	1.83656754921597	0.0662737615617866	0.999090691117524
198	EMX2	73	1.83627931962476	0.0663163567159415	0.999090691117524
199	PDE4DIP	109	-1.83528686170631	0.0664631967188969	0.999090691117524
200	OR6C6	80	1.83336484740303	0.0667483316105594	0.999090691117524
201	ZNF589	104	1.83323544339029	0.0667675651063104	0.999090691117524
202	WWC1	164	1.83008153390425	0.0672377477782305	0.999090691117524
203	JUND	96	-1.82912876716213	0.0673803203783832	0.999090691117524
204	UNC5B	62	1.8290046591053	0.067398910284295	0.999090691117524
205	NPR3	85	1.82796518472087	0.0675547769076137	0.999090691117524
206	OMD	59	1.82727794686695	0.0676579892923483	0.999090691117524
207	EBF3	141	-1.82392414407124	0.0681635409861609	0.999090691117524
208	RASEF	69	-1.82298951410005	0.0683049790664842	0.999090691117524
209	CAMKK2	53	-1.81851214855213	0.0689858916216268	0.999090691117524
210	SMARCD2	122	1.81393091119645	0.0696883630579426	0.999090691117524
211	ASB15	92	1.81390180979307	0.0696928440692772	0.999090691117524
212	ZDHHC5	104	-1.80768377598031	0.0706557310833247	0.999090691117524
213	OR4C46	61	1.80702138942859	0.070758944237741	0.999090691117524
214	RGS1	50	-1.80033139797891	0.0718083259851227	0.999090691117524
215	OR7E24	51	1.80011844165586	0.071841938244378	0.999090691117524
216	HOXD9	79	1.79807161545907	0.0721656596389788	0.999090691117524
217	ZNF732	58	1.79721484071631	0.0723015193977239	0.999090691117524
218	TAS2R39	60	1.79547546082484	0.0725779790596579	0.999090691117524
219	PAX8	86	1.7944475594133	0.0727417616487403	0.999090691117524
220	CRTC1	115	1.79342845604144	0.0729044408917959	0.999090691117524
221	HBZ	89	-1.78979095512616	0.0734875237850445	0.999090691117524
222	NEUROD4	46	1.78960265261149	0.0735178117705493	0.999090691117524
223	CRYAB	57	-1.7881803789538	0.0737469108205184	0.999090691117524
224	GPR19	75	1.78429263790703	0.0743761259113789	0.999090691117524
225	DGKA	49	1.78428497607947	0.0743773702646255	0.999090691117524
226	SYDE1	75	1.78401822164616	0.0744207043146087	0.999090691117524
227	RFX4	86	1.78217565199379	0.0747205920049827	0.999090691117524
228	NEUROD1	98	1.78178677664076	0.0747840094511686	0.999090691117524
229	FLNB	103	1.7813540029131	0.0748546374860254	0.999090691117524
230	GPR160	57	1.7804360735513	0.0750046225318649	0.999090691117524
231	OR3A3	53	1.77707993255902	0.0755550893755766	0.999090691117524
232	NEUROG2	84	1.77566040844748	0.0757889067357948	0.999090691117524
233	CHMP5	68	-1.77553271988597	0.0758099679098949	0.999090691117524
234	MOV10	204	1.77439984682967	0.0759970351867585	0.999090691117524
235	IL1RAPL2	46	1.77150394056097	0.0764769379826463	0.999090691117524
236	FSTL3	47	-1.77058991883159	0.0766289195814839	0.999090691117524
237	ZNF655	73	-1.76873650055996	0.0769378579931814	0.999090691117524
238	GABRG3	66	1.76728183730948	0.0771810400417519	0.999090691117524
239	ZNF20	48	1.76587057438971	0.0774175649087026	0.999090691117524
240	NR2E3	82	1.76498980757954	0.0775654787187225	0.999090691117524
241	ZNF488	113	1.76117974367029	0.0782079853910879	0.999090691117524
242	DISP1	52	1.75675466325179	0.0789596357558232	0.999090691117524
243	ZBTB4	136	-1.75625851002413	0.0790442781945003	0.999090691117524
244	DDIT4	78	-1.75582802851615	0.0791177769923177	0.999090691117524
245	FABP4	255	-1.75531901973459	0.0792047549511242	0.999090691117524
246	GATA5	81	1.75285996710715	0.0796260467232704	0.999090691117524
247	OR13F1	63	1.74982286286445	0.0801488842997549	0.999090691117524
248	ZSCAN12	43	1.74681010622942	0.0806702829560102	0.999090691117524
249	ATF7IP	123	1.74300892017331	0.0813320566799478	0.999090691117524
250	NTS	65	1.74052926664158	0.081766125679008	0.999090691117524
251	RAB33A	79	-1.73841936708428	0.0821369465786515	0.999090691117524
252	HRH4	59	1.73766733228333	0.0822694480769151	0.999090691117524
253	MDM4	134	1.73567331244751	0.0826216148939221	0.999090691117524
254	TSC22D3	58	1.73555471570726	0.0826425988814141	0.999090691117524
255	FOXP2	108	1.73548941899868	0.0826541540386932	0.999090691117524
256	CSNK1D	50	1.73477288123558	0.0827810413762823	0.999090691117524
257	ZFP62	54	1.73037308626427	0.0835636391862581	0.999090691117524
258	PIK3C2B	40	1.73018796276891	0.0835966982723577	0.999090691117524
259	AGTR1	68	-1.72795702655525	0.0839959291208286	0.999090691117524
260	OR8B8	50	1.72690785858926	0.0841842128517599	0.999090691117524
261	OR51A2	54	1.72492588782031	0.0845408295074102	0.999090691117524
262	AGK	34	1.72348621984557	0.0848006350277879	0.999090691117524
263	RSC1A1	154	1.72112263107597	0.0852285734218649	0.999090691117524
264	RXFP4	83	1.71990029217861	0.0854505674221928	0.999090691117524
265	CNTNAP3	71	-1.71969226991051	0.0854883937044515	0.999090691117524
266	APPL1	84	1.71813740107459	0.0857715562814107	0.999090691117524
267	FLCN	29	-1.71581540691291	0.0861958333675976	0.999090691117524
268	RAP1GAP	75	-1.71442883304877	0.0864499969276826	0.999090691117524
269	DUOX2	74	-1.71179613841616	0.0869342439666085	0.999090691117524
270	SLC4A11	51	-1.71145879372705	0.0869964517165543	0.999090691117524
271	HTR1D	72	1.71098826492295	0.0870832791702803	0.999090691117524
272	OR7G2	58	1.70945805282092	0.0873661354270914	0.999090691117524
273	LIFR	37	-1.70920802403481	0.0874124230679755	0.999090691117524
274	OR8B12	50	1.70869820587949	0.0875068666270439	0.999090691117524
275	GNG4	61	1.70805720982001	0.0876257276330033	0.999090691117524
276	OR13J1	86	1.70557454396107	0.0880873222829289	0.999090691117524
277	KCNH2	74	-1.70550053902195	0.0881011118366795	0.999090691117524
278	TERC	67	-1.70430284114607	0.0883245244691246	0.999090691117524
279	SOX30	111	1.70230875102997	0.0886975052110184	0.999090691117524
280	PSTPIP1	48	-1.70163053168406	0.0888246503306432	0.999090691117524
281	GPR82	60	1.6996896992224	0.0891893079171701	0.999090691117524
282	PDGFRB	63	1.69963997238847	0.0891986667733118	0.999090691117524
283	ADNP2	123	1.69619727607522	0.0898485261560924	0.999090691117524
284	ZSCAN23	62	1.69525803737785	0.0900264814256522	0.999090691117524
285	ZC3H12B	51	1.69503060255377	0.0900696155843498	0.999090691117524
286	PTH2R	73	-1.69257707169713	0.0905359984182559	0.999090691117524
287	CNOT7	83	1.69180521777238	0.0906831184173203	0.999090691117524
288	OR8H1	62	1.69091721971202	0.0908526140026218	0.999090691117524
289	ZSCAN4	97	1.68907133574718	0.0912057602031368	0.999090691117524
290	STAP1	78	1.68485266469153	0.0920170011129188	0.999090691117524
291	OR52E2	46	1.68335398914237	0.092306584658498	0.999090691117524
292	ELL3	212	-1.68282195461658	0.0924095635977208	0.999090691117524
293	GSK3A	39	-1.68243673887118	0.0924841823207319	0.999090691117524
294	INSL4	54	-1.68238483904145	0.0924942393430196	0.999090691117524
295	ZSCAN5A	84	1.68194702356982	0.0925791131114778	0.999090691117524
296	ATOH7	54	1.67773444915675	0.0933989511313544	0.999090691117524
297	ZNF516	116	1.67435694562646	0.0940604690244459	0.999090691117524
298	RNF4	58	1.67326626812996	0.0942748898219014	0.999090691117524
299	ING4	80	1.67294897544735	0.0943373412269294	0.999090691117524
300	MYT1	86	1.6716873509899	0.0945859897060289	0.999090691117524
301	PSEN2	46	1.66997382884334	0.0949245417070336	0.999090691117524
302	MAMSTR	203	1.66987602269539	0.0949438951717152	0.999090691117524
303	DLL1	110	1.66716047924265	0.0954824988435225	0.999090691117524
304	SAG	70	-1.66540411213603	0.0958321595737006	0.999090691117524
305	OR3A2	56	1.66387113381714	0.0961381847422392	0.999090691117524
306	CARD10	60	1.662707686168	0.0963709629038005	0.999090691117524
307	ZNF335	107	1.66158713613703	0.09659558438375	0.999090691117524
308	HMGB2	126	-1.66092666053977	0.0967281770296759	0.999090691117524
309	ZDHHC13	109	-1.65919861951814	0.0970757757006187	0.999090691117524
310	OR51Q1	65	1.65612260694063	0.0976969920448321	0.999090691117524
311	FGF18	77	1.65409517493789	0.0981081763202788	0.999090691117524
312	ZNF781	19	1.65409372218063	0.0981084714494146	0.999090691117524
313	TBC1D3B	93	1.6517210522585	0.0985914290120498	0.999090691117524
314	HOPX	97	-1.65163329251218	0.0986093288709899	0.999090691117524
315	RRAGC	44	1.65023306714669	0.0988952760440535	0.999090691117524
316	RAB42	64	1.6496235725889	0.099019950621673	0.999090691117524
317	TGFA	65	-1.64890791811421	0.0991665007302285	0.999090691117524
318	APLNR	33	-1.64771081379496	0.0994120279262707	0.999090691117524
319	CYSLTR2	41	1.64453787270482	0.100065147948241	0.999090691117524
320	PLAGL2	65	-1.64449084812077	0.100074853183299	0.999090691117524
321	OR1J4	49	1.64435291699528	0.100103324622591	0.999090691117524
322	IRAK4	73	1.64402171966659	0.100171716019682	0.999090691117524
323	FOXO3	103	-1.64221007419432	0.100546475624435	0.999090691117524
324	EYA1	121	-1.64158739892187	0.100675540875035	0.999090691117524
325	MGST3	79	-1.6398431073585	0.101037792606968	0.999090691117524
326	MLNR	84	1.63913462342559	0.101185225659859	0.999090691117524
327	SFN	63	1.63829470823407	0.101360231044558	0.999090691117524
328	CCL18	69	1.63601955183523	0.101835495478093	0.999090691117524
329	ZNF582	28	-1.633837307111	0.102293016489667	0.999090691117524
330	REL	106	-1.6303348228124	0.103030751600168	0.999090691117524
331	VGLL4	176	1.63029247822763	0.103039696539122	0.999090691117524
332	GTF2E1	148	1.63006778070202	0.103087172343074	0.999090691117524
333	RELA	42	1.62992445849231	0.103117463635245	0.999090691117524
334	RAB24	65	-1.62683886235945	0.103771325452261	0.999090691117524
335	CDKN2AIP	42	1.62649624079457	0.103844132409886	0.999090691117524
336	RGS4	51	1.62406618977922	0.104361682890238	0.999090691117524
337	ZNF606	45	1.62398701982175	0.10437857884691	0.999090691117524
338	OR11L1	65	1.62397230602497	0.104381719212695	0.999090691117524
339	CASP8	63	1.62286591293153	0.104618071743776	0.999090691117524
340	ALX4	113	1.62114880053264	0.104985730140098	0.999090691117524
341	SMARCE1	112	-1.6196305528071	0.105311662406519	0.999090691117524
342	NKD2	51	1.61814906737236	0.105630476203076	0.999090691117524
343	MAST1	44	-1.61749419809665	0.105771647058193	0.999090691117524
344	RGS17	59	1.61562840099054	0.106174679599874	0.999090691117524
345	BMP3	173	1.61442202457806	0.106435917626462	0.999090691117524
346	ASCC3	94	1.61348710646533	0.10663872223206	0.999090691117524
347	TRIO	102	1.61332348413876	0.106674247037989	0.999090691117524
348	ZFP64	111	1.61287968376295	0.106770649829399	0.999090691117524
349	NTRK2	58	-1.61241121678684	0.106872485617815	0.999090691117524
350	ARHGEF15	51	-1.6118363641192	0.106997552779847	0.999090691117524
351	RASSF3	40	-1.61066743017599	0.107252228195096	0.999090691117524
352	RAB7A	27	-1.60861707445736	0.107700098375338	0.999090691117524
353	GRIA4	87	1.60721601629953	0.108006989801924	0.999090691117524
354	DCDC2B	67	1.60649194785397	0.108165862739506	0.999090691117524
355	OR5P3	58	1.60524896915491	0.108439024661138	0.999090691117524
356	RRAGB	65	1.60458195773594	0.108585834629731	0.999090691117524
357	SOX2	84	1.60398561230815	0.108717224040525	0.999090691117524
358	DEPDC7	71	1.60297210553619	0.108940812725631	0.999090691117524
359	GOLT1B	85	1.59817020729405	0.110005102226688	0.999090691117524
360	TAS2R31	63	1.59798797287654	0.110045653781668	0.999090691117524
361	PAFAH1B1	40	1.59665512644102	0.110342603494401	0.999090691117524
362	MARK2	43	-1.59296188933905	0.111168740851827	0.999090691117524
363	SOCS5	60	1.5905234038278	0.111716874496482	0.999090691117524
364	MS4A3	65	-1.59032641114503	0.1117612483114	0.999090691117524
365	SH3BGR	36	-1.58906052183426	0.112046729534156	0.999090691117524
366	HES3	79	1.58811077517014	0.112261292191167	0.999090691117524
367	ZNF275	146	1.58768356092053	0.112357912175183	0.999090691117524
368	ZNF219	86	-1.58171529261547	0.113714580011474	0.999090691117524
369	ACAP1	73	1.58106062707131	0.113864176145033	0.999090691117524
370	MAX	156	1.57969647692651	0.114176392842174	0.999090691117524
371	OR2T35	56	1.57950851621462	0.114219464689424	0.999090691117524
372	OPN1SW	74	-1.5772271743351	0.114743262386616	0.999090691117524
373	MED23	120	1.57585765511741	0.115058611648337	0.999090691117524
374	NR4A2	65	-1.57329980351126	0.115649414827647	0.999090691117524
375	GPR4	32	1.57303637896858	0.115710394873373	0.999090691117524
376	ST18	93	-1.57252148456838	0.115829660565469	0.999090691117524
377	NFATC2	77	1.57244712762259	0.11584689194805	0.999090691117524
378	OR10S1	47	1.57184644996562	0.11598616610641	0.999090691117524
379	NR4A3	110	-1.57171688897001	0.116016223588529	0.999090691117524
380	TAS2R19	70	1.56997511531572	0.11642090068896	0.999090691117524
381	NEUROD2	105	1.56986626002435	0.116446228487864	0.999090691117524
382	MS4A13	48	1.5686344342444	0.116733144099252	0.999090691117524
383	GRAP	69	1.56800743488331	0.116879397233406	0.999090691117524
384	EEF1D	58	1.56662826142357	0.117201607972502	0.999090691117524
385	ZNF548	69	1.56628661016357	0.117281534252881	0.999090691117524
386	CTBP2	95	-1.56513990414714	0.117550108795839	0.999090691117524
387	ZNF461	30	-1.56486057526282	0.117615604572452	0.999090691117524
388	CIT	40	-1.56472056661926	0.117648443940582	0.999090691117524
389	ZNF202	57	1.56363268351565	0.117903854794801	0.999090691117524
390	GMEB1	100	1.56339347627096	0.117960073660214	0.999090691117524
391	ASB10	48	1.56284080687792	0.11809004332127	0.999090691117524
392	PKNOX1	115	1.56105182809355	0.118511522726039	0.999090691117524
393	REM2	71	1.5609785923549	0.118528802003333	0.999090691117524
394	PUF60	62	-1.56082580515348	0.11856485705288	0.999090691117524
395	PRKD1	52	-1.56059648687117	0.118618988209471	0.999090691117524
396	ELP2	108	1.56018451191382	0.118716284607236	0.999090691117524
397	AKAP5	100	1.55999652878399	0.118760701490796	0.999090691117524
398	GNB1	51	1.55962823391268	0.118847760418647	0.999090691117524
399	RGL1	64	1.55946337149888	0.118886747422806	0.999090691117524
400	ZSCAN29	46	1.5594586831426	0.118887856281573	0.999090691117524
